angle; absoluteError; relativeError
2;8,32667268468867E-17;1
4;0;NaN
6;0;NaN
8;5,55111512312578E-17;1
10;1,11022302462516E-16;1
12;0;NaN
14;1,11022302462516E-16;1
16;1,11022302462516E-16;1
18;2,77555756156289E-17;1
20;0;NaN
22;0;NaN
24;2,77555756156289E-17;1
26;0;NaN
28;1,11022302462516E-16;1
30;5,55111512312578E-17;1
32;0;NaN
34;5,55111512312578E-17;1
36;0;NaN
38;0;NaN
40;5,55111512312578E-17;1
42;1,11022302462516E-16;1
44;0;NaN
46;8,32667268468867E-17;1
48;1,11022302462516E-16;1
50;1,11022302462516E-16;1
52;1,11022302462516E-16;1
54;0;NaN
56;0;NaN
58;1,11022302462516E-16;1
60;0;NaN
62;8,32667268468867E-17;1
64;0;NaN
66;0;NaN
68;5,55111512312578E-17;1
70;0;NaN
72;0;NaN
74;5,55111512312578E-17;1
76;0;NaN
78;1,11022302462516E-16;1
80;0;NaN
82;1,11022302462516E-16;1
84;8,32667268468867E-17;1
86;1,11022302462516E-16;1
88;0;NaN
90;4,16333634234434E-17;1
92;1,11022302462516E-16;1
94;0;NaN
96;0;NaN
98;1,11022302462516E-16;1
100;5,55111512312578E-17;1
102;0;NaN
104;0;NaN
106;2,77555756156289E-17;1
108;0;NaN
110;1,11022302462516E-16;1
112;5,55111512312578E-17;1
114;0;NaN
116;1,11022302462516E-16;1
118;5,55111512312578E-17;1
120;0;NaN
122;0;NaN
124;0;NaN
126;0;NaN
128;1,11022302462516E-16;1
130;1,11022302462516E-16;1
132;0;NaN
134;1,38777878078145E-17;1
136;0;NaN
138;0;NaN
140;0;NaN
142;0;NaN
144;5,55111512312578E-17;1
146;0;NaN
148;0;NaN
150;2,77555756156289E-17;1
152;1,11022302462516E-16;1
154;0;NaN
156;2,77555756156289E-17;1
158;0;NaN
160;1,11022302462516E-16;1
162;0;NaN
164;0;NaN
166;0;NaN
168;1,11022302462516E-16;1
170;0;NaN
172;2,77555756156289E-17;1
174;1,11022302462516E-16;1
176;1,11022302462516E-16;1
178;8,32667268468867E-17;1
180;1,11022302462516E-16;1
182;0;NaN
184;0;NaN
186;1,11022302462516E-16;1
188;0;NaN
190;0;NaN
192;0;NaN
194;2,77555756156289E-17;1
196;0;NaN
198;0;NaN
