angle; absoluteError; relativeError
2;2,77555756156289E-17;1
4;0;NaN
6;0;NaN
8;0;NaN
10;0;NaN
12;0;NaN
14;0;NaN
16;0;NaN
18;1,11022302462516E-16;1
20;0;NaN
22;1,11022302462516E-16;1
24;2,77555756156289E-17;1
26;0;NaN
28;0;NaN
30;0;NaN
32;0;NaN
34;1,11022302462516E-16;1
36;5,55111512312578E-17;1
38;1,11022302462516E-16;1
40;5,55111512312578E-17;1
42;1,11022302462516E-16;1
44;0;NaN
46;0;NaN
48;1,11022302462516E-16;1
50;1,11022302462516E-16;1
52;2,77555756156289E-17;1
54;0;NaN
56;0;NaN
58;0;NaN
60;0;NaN
62;5,55111512312578E-17;1
64;0;NaN
66;0;NaN
68;2,77555756156289E-17;1
70;1,11022302462516E-16;1
72;0;NaN
74;0;NaN
76;1,11022302462516E-16;1
78;0;NaN
80;5,55111512312578E-17;1
82;0;NaN
84;5,55111512312578E-17;1
86;1,11022302462516E-16;1
88;1,11022302462516E-16;1
90;2,77555756156289E-17;1
92;1,11022302462516E-16;1
94;1,11022302462516E-16;1
96;1,38777878078145E-17;1
98;0;NaN
100;0;NaN
102;5,55111512312578E-17;1
104;1,11022302462516E-16;1
106;5,55111512312578E-17;1
108;1,11022302462516E-16;1
110;1,11022302462516E-16;1
112;2,77555756156289E-17;1
114;1,11022302462516E-16;1
116;0;NaN
118;2,77555756156289E-17;1
120;0;NaN
122;1,11022302462516E-16;1
124;0;NaN
126;0;NaN
128;1,11022302462516E-16;1
130;1,11022302462516E-16;1
132;0;NaN
134;0;NaN
136;0;NaN
138;0;NaN
140;1,38777878078145E-17;1
142;0;NaN
144;0;NaN
146;0;NaN
148;1,11022302462516E-16;1
150;0;NaN
152;0;NaN
154;0;NaN
156;2,77555756156289E-17;1
158;1,11022302462516E-16;1
160;0;NaN
162;0;NaN
164;2,22044604925031E-16;1
166;1,11022302462516E-16;1
168;0;NaN
170;0;NaN
172;0;NaN
174;0;NaN
176;0;NaN
178;2,77555756156289E-17;1
180;1,11022302462516E-16;1
182;1,11022302462516E-16;1
184;0;NaN
186;0;NaN
188;1,11022302462516E-16;1
190;5,55111512312578E-17;1
192;0;NaN
194;5,55111512312578E-17;1
196;1,11022302462516E-16;1
198;1,11022302462516E-16;1
