angle; absoluteError; relativeError
2;0;NaN
4;0;NaN
6;1,11022302462516E-16;1
8;1,11022302462516E-16;1
10;0;NaN
12;1,11022302462516E-16;1
14;1,11022302462516E-16;1
16;1,11022302462516E-16;1
18;1,11022302462516E-16;1
20;1,11022302462516E-16;1
22;0;NaN
24;0;NaN
26;2,08166817117217E-17;1
28;0;NaN
30;1,11022302462516E-16;1
32;5,55111512312578E-17;1
34;1,11022302462516E-16;1
36;0;NaN
38;0;NaN
40;0;NaN
42;5,55111512312578E-17;1
44;1,11022302462516E-16;1
46;0;NaN
48;1,6306400674182E-16;1
50;1,11022302462516E-16;1
52;0;NaN
54;5,55111512312578E-17;1
56;1,11022302462516E-16;1
58;0;NaN
60;0;NaN
62;0;NaN
64;0;NaN
66;0;NaN
68;0;NaN
70;0;NaN
72;1,11022302462516E-16;1
74;0;NaN
76;5,55111512312578E-17;1
78;1,11022302462516E-16;1
80;1,11022302462516E-16;1
82;0;NaN
84;1,11022302462516E-16;1
86;5,55111512312578E-17;1
88;1,11022302462516E-16;1
90;0;NaN
92;5,55111512312578E-17;1
94;1,11022302462516E-16;1
96;1,11022302462516E-16;1
98;8,32667268468867E-17;1
100;1,11022302462516E-16;1
102;0;NaN
104;1,11022302462516E-16;1
106;0;NaN
108;1,11022302462516E-16;1
110;1,11022302462516E-16;1
112;1,11022302462516E-16;1
114;2,08166817117217E-17;1
116;0;NaN
118;1,11022302462516E-16;1
120;5,55111512312578E-17;1
122;0;NaN
124;0;NaN
126;5,55111512312578E-17;1
128;1,11022302462516E-16;1
130;1,11022302462516E-16;1
132;0;NaN
134;0;NaN
136;2,08166817117217E-17;1
138;0;NaN
140;0;NaN
142;1,38777878078145E-16;1
144;1,11022302462516E-16;1
146;0;NaN
148;0;NaN
150;1,11022302462516E-16;1
152;5,55111512312578E-17;1
154;1,11022302462516E-16;1
156;1,11022302462516E-16;1
158;1,31838984174237E-16;1
160;0;NaN
162;1,11022302462516E-16;1
164;0;NaN
166;1,11022302462516E-16;1
168;1,11022302462516E-16;1
170;0;NaN
172;0;NaN
174;0;NaN
176;0;NaN
178;0;NaN
180;8,32667268468867E-17;1
182;0;NaN
184;1,11022302462516E-16;1
186;5,55111512312578E-17;1
188;0;NaN
190;1,11022302462516E-16;1
192;0;NaN
194;0;NaN
196;5,55111512312578E-17;1
198;0;NaN
