angle; absoluteError; relativeError
0,0314159265358979;7,105427357601E-15;1
0,0628318530717959;1,77635683940025E-15;1
0,0942477796076938;0;NaN
0,125663706143592;0;NaN
0,15707963267949;0;NaN
0,188495559215388;8,88178419700125E-16;1
0,219911485751286;0;NaN
0,251327412287183;4,44089209850063E-16;1
0,282743338823081;4,44089209850063E-16;1
0,314159265358979;4,44089209850063E-16;1
0,345575191894877;0;NaN
0,376991118430775;4,44089209850063E-16;1
0,408407044966673;0;NaN
0,439822971502571;0;NaN
0,471238898038469;4,44089209850063E-16;1
0,502654824574367;0;NaN
0,534070751110265;0;NaN
0,565486677646163;2,22044604925031E-16;1
0,596902604182061;0;NaN
0,628318530717959;0;NaN
0,659734457253857;2,22044604925031E-16;1
0,691150383789755;2,22044604925031E-16;1
0,722566310325652;0;NaN
0,75398223686155;1,11022302462516E-16;1
0,785398163397448;1,11022302462516E-16;1
0,816814089933346;1,11022302462516E-16;1
0,848230016469244;1,11022302462516E-16;1
0,879645943005142;2,22044604925031E-16;1
0,91106186954104;0;NaN
0,942477796076938;0;NaN
0,973893722612836;0;NaN
1,00530964914873;1,11022302462516E-16;1
1,03672557568463;1,11022302462516E-16;1
1,06814150222053;5,55111512312578E-17;1
1,09955742875643;0;NaN
1,13097335529233;0;NaN
1,16238928182822;5,55111512312578E-17;1
1,19380520836412;0;NaN
1,22522113490002;0;NaN
1,25663706143592;5,55111512312578E-17;1
1,28805298797182;2,77555756156289E-17;1
1,31946891450771;2,77555756156289E-17;1
1,35088484104361;5,55111512312578E-17;1
1,38230076757951;1,38777878078145E-17;1
1,41371669411541;1,38777878078145E-17;1
1,4451326206513;1,38777878078145E-17;1
1,4765485471872;6,93889390390723E-18;1
1,5079644737231;5,20417042793042E-18;1
1,539380400259;0;NaN
1,5707963267949;0;NaN
1,60221225333079;0;NaN
1,63362817986669;2,77555756156289E-17;1
1,66504410640259;0;NaN
1,69646003293849;0;NaN
1,72787595947439;0;NaN
1,75929188601028;5,55111512312578E-17;1
1,79070781254618;5,55111512312578E-17;1
1,82212373908208;0;NaN
1,85353966561798;5,55111512312578E-17;1
1,88495559215388;0;NaN
1,91637151868977;5,55111512312578E-17;1
1,94778744522567;5,55111512312578E-17;1
1,97920337176157;0;NaN
2,01061929829747;0;NaN
2,04203522483337;0;NaN
2,07345115136926;0;NaN
2,10486707790516;1,11022302462516E-16;1
2,13628300444106;0;NaN
2,16769893097696;1,11022302462516E-16;1
2,19911485751286;0;NaN
2,23053078404875;1,11022302462516E-16;1
2,26194671058465;0;NaN
2,29336263712055;0;NaN
2,32477856365645;2,22044604925031E-16;1
2,35619449019234;2,22044604925031E-16;1
2,38761041672824;2,22044604925031E-16;1
2,41902634326414;2,22044604925031E-16;1
2,45044226980004;0;NaN
2,48185819633594;2,22044604925031E-16;1
2,51327412287183;2,22044604925031E-16;1
2,54469004940773;2,22044604925031E-16;1
2,57610597594363;2,22044604925031E-16;1
2,60752190247953;0;NaN
2,63893782901543;0;NaN
2,67035375555132;0;NaN
2,70176968208722;0;NaN
2,73318560862312;0;NaN
2,76460153515902;0;NaN
2,79601746169492;0;NaN
2,82743338823081;0;NaN
2,85884931476671;0;NaN
2,89026524130261;0;NaN
2,92168116783851;0;NaN
2,95309709437441;8,88178419700125E-16;1
2,9845130209103;0;NaN
3,0159289474462;8,88178419700125E-16;1
3,0473448739821;0;NaN
3,078760800518;1,77635683940025E-15;1
3,1101767270539;3,5527136788005E-15;1
