angle; absoluteError; relativeError
2;0;NaN
4;2,77555756156289E-17;1
6;4,85722573273506E-17;1
8;0;NaN
10;1,38777878078145E-17;1
12;2,77555756156289E-17;1
14;0;NaN
16;6,24500451351651E-17;1
18;5,55111512312578E-17;1
20;2,77555756156289E-17;1
22;6,89552581700781E-17;1
24;0;NaN
26;5,55111512312578E-17;1
28;6,24500451351651E-17;1
30;2,77555756156289E-17;1
32;0;NaN
34;1,38777878078145E-17;1
36;0;NaN
38;1,38777878078145E-17;1
40;2,77555756156289E-17;1
42;1,11022302462516E-16;1
44;7,45931094670027E-17;1
46;0;NaN
48;1,80411241501588E-16;1
50;4,16333634234434E-17;1
52;0;NaN
54;1,11022302462516E-16;1
56;1,38777878078145E-17;1
58;2,77555756156289E-17;1
60;2,08166817117217E-17;1
62;5,55111512312578E-17;1
64;5,55111512312578E-17;1
66;6,20163642661709E-17;1
68;2,77555756156289E-17;1
70;4,16333634234434E-17;1
72;5,55111512312578E-17;1
74;0;NaN
76;6,93889390390723E-17;1
78;8,32667268468867E-17;1
80;0;NaN
82;4,85722573273506E-17;1
84;5,55111512312578E-17;1
86;5,55111512312578E-17;1
88;7,80625564189563E-18;1
90;5,55111512312578E-17;1
92;1,11022302462516E-16;1
94;7,63278329429795E-17;1
96;2,77555756156289E-17;1
98;2,77555756156289E-17;1
100;2,77555756156289E-17;1
102;2,77555756156289E-17;1
104;1,04083408558608E-16;1
106;4,16333634234434E-17;1
108;2,77555756156289E-17;1
110;6,67868538251071E-17;1
112;2,77555756156289E-17;1
114;1,66533453693773E-16;1
116;2,08166817117217E-17;1
118;0;NaN
120;5,55111512312578E-17;1
122;0;NaN
124;0;NaN
126;3,46944695195361E-17;1
128;2,77555756156289E-17;1
130;5,55111512312578E-17;1
132;4,68375338513738E-17;1
134;0;NaN
136;1,38777878078145E-17;1
138;3,46944695195361E-17;1
140;0;NaN
142;6,93889390390723E-17;1
144;9,71445146547012E-17;1
146;0;NaN
148;1,31838984174237E-16;1
150;4,16333634234434E-17;1
152;0;NaN
154;6,24500451351651E-17;1
156;5,55111512312578E-17;1
158;1,38777878078145E-16;1
160;3,46944695195361E-18;1
162;0;NaN
164;4,16333634234434E-17;1
166;1,38777878078145E-17;1
168;0;NaN
170;0;NaN
172;1,38777878078145E-17;1
174;0;NaN
176;4,16333634234434E-17;1
178;0;NaN
180;5,55111512312578E-17;1
182;6,93889390390723E-18;1
184;0;NaN
186;4,16333634234434E-17;1
188;5,55111512312578E-17;1
190;0;NaN
192;0;NaN
194;1,38777878078145E-17;1
196;5,55111512312578E-17;1
198;3,29597460435593E-17;1
