angle; absoluteError; relativeError
2;0;NaN
4;0;NaN
6;2,77555756156289E-17;1
8;1,11022302462516E-16;1
10;5,55111512312578E-17;1
12;1,11022302462516E-16;1
14;0;NaN
16;5,55111512312578E-17;1
18;1,11022302462516E-16;1
20;0;NaN
22;4,68375338513738E-17;1
24;0;NaN
26;0;NaN
28;2,77555756156289E-17;1
30;0;NaN
32;5,55111512312578E-17;1
34;1,11022302462516E-16;1
36;0;NaN
38;2,77555756156289E-17;1
40;0;NaN
42;1,11022302462516E-16;1
44;1,21430643318376E-17;1
46;0;NaN
48;1,11022302462516E-16;1
50;8,32667268468867E-17;1
52;0;NaN
54;0;NaN
56;5,55111512312578E-17;1
58;1,11022302462516E-16;1
60;0;NaN
62;1,11022302462516E-16;1
64;1,11022302462516E-16;1
66;8,67361737988404E-17;1
68;0;NaN
70;0;NaN
72;2,77555756156289E-17;1
74;1,11022302462516E-16;1
76;5,55111512312578E-17;1
78;0;NaN
80;0;NaN
82;0;NaN
84;0;NaN
86;0;NaN
88;1,07552855510562E-16;1
90;1,11022302462516E-16;1
92;1,11022302462516E-16;1
94;5,55111512312578E-17;1
96;0;NaN
98;5,55111512312578E-17;1
100;5,55111512312578E-17;1
102;1,11022302462516E-16;1
104;0;NaN
106;0;NaN
108;0;NaN
110;4,85722573273506E-17;1
112;0;NaN
114;1,11022302462516E-16;1
116;2,77555756156289E-17;1
118;0;NaN
120;5,55111512312578E-17;1
122;5,55111512312578E-17;1
124;1,11022302462516E-16;1
126;2,77555756156289E-17;1
128;0;NaN
130;0;NaN
132;5,55111512312578E-17;1
134;0;NaN
136;1,11022302462516E-16;1
138;5,55111512312578E-17;1
140;1,11022302462516E-16;1
142;0;NaN
144;5,55111512312578E-17;1
146;0;NaN
148;0;NaN
150;0;NaN
152;1,11022302462516E-16;1
154;3,46944695195361E-17;1
156;1,11022302462516E-16;1
158;1,11022302462516E-16;1
160;1,11022302462516E-16;1
162;0;NaN
164;1,11022302462516E-16;1
166;0;NaN
168;0;NaN
170;5,55111512312578E-17;1
172;1,11022302462516E-16;1
174;1,11022302462516E-16;1
176;1,38777878078145E-17;1
178;1,11022302462516E-16;1
180;1,11022302462516E-16;1
182;5,55111512312578E-17;1
184;1,11022302462516E-16;1
186;5,55111512312578E-17;1
188;1,11022302462516E-16;1
190;1,11022302462516E-16;1
192;5,55111512312578E-17;1
194;0;NaN
196;1,11022302462516E-16;1
198;6,24500451351651E-17;1
