angle; absoluteError; relativeError
-98;0;NaN
-96;0;NaN
-94;1,11022302462516E-16;1
-92;2,22044604925031E-16;1
-90;1,11022302462516E-16;1
-88;0;NaN
-86;5,55111512312578E-17;1
-84;1,11022302462516E-16;1
-82;1,11022302462516E-16;1
-80;3,46944695195361E-18;1
-78;1,11022302462516E-16;1
-76;1,11022302462516E-16;1
-74;0;NaN
-72;1,11022302462516E-16;1
-70;0;NaN
-68;0;NaN
-66;1,11022302462516E-16;1
-64;5,55111512312578E-17;1
-62;1,11022302462516E-16;1
-60;0;NaN
-58;2,42861286636753E-17;1
-56;0;NaN
-54;1,11022302462516E-16;1
-52;5,55111512312578E-17;1
-50;1,11022302462516E-16;1
-48;3,33066907387547E-16;1
-46;0;NaN
-44;1,11022302462516E-16;1
-42;1,66533453693773E-16;1
-40;1,11022302462516E-16;1
-38;0;NaN
-36;1,38777878078145E-17;1
-34;0;NaN
-32;0;NaN
-30;0;NaN
-28;1,11022302462516E-16;1
-26;1,11022302462516E-16;1
-24;1,11022302462516E-16;1
-22;1,11022302462516E-16;1
-20;5,55111512312578E-17;1
-18;0;NaN
-16;1,11022302462516E-16;1
-14;2,68882138776405E-17;1
-12;0;NaN
-10;0;NaN
-8;5,55111512312578E-17;1
-6;1,11022302462516E-16;1
-4;1,11022302462516E-16;1
-2;0;NaN
0;0;NaN
2;5,55111512312578E-17;1
4;1,11022302462516E-16;1
6;1,11022302462516E-16;1
8;2,86229373536173E-17;1
10;0;NaN
12;0;NaN
14;0;NaN
16;1,11022302462516E-16;1
18;0;NaN
20;0;NaN
22;1,11022302462516E-16;1
24;5,55111512312578E-17;1
26;1,11022302462516E-16;1
28;1,11022302462516E-16;1
30;1,38777878078145E-17;1
32;0;NaN
34;0;NaN
36;0;NaN
38;0;NaN
40;1,11022302462516E-16;1
42;1,11022302462516E-16;1
44;1,11022302462516E-16;1
46;0;NaN
48;3,33066907387547E-16;1
50;1,11022302462516E-16;1
52;3,12250225675825E-17;1
54;1,11022302462516E-16;1
56;0;NaN
58;0;NaN
60;0;NaN
62;1,11022302462516E-16;1
64;1,11022302462516E-16;1
66;1,11022302462516E-16;1
68;0;NaN
70;0;NaN
72;1,11022302462516E-16;1
74;3,46944695195361E-18;1
76;1,11022302462516E-16;1
78;1,11022302462516E-16;1
80;0;NaN
82;1,11022302462516E-16;1
84;1,11022302462516E-16;1
86;0;NaN
88;0;NaN
90;1,66533453693773E-16;1
92;2,22044604925031E-16;1
94;1,11022302462516E-16;1
96;1,38777878078145E-17;1
98;0;NaN
