angle; absoluteError; relativeError
-98;1,11022302462516E-16;1
-96;1,11022302462516E-16;1
-94;2,77555756156289E-17;1
-92;0;NaN
-90;0;NaN
-88;1,11022302462516E-16;1
-86;0;NaN
-84;5,55111512312578E-17;1
-82;1,11022302462516E-16;1
-80;0;NaN
-78;4,16333634234434E-17;1
-76;1,11022302462516E-16;1
-74;0;NaN
-72;2,77555756156289E-17;1
-70;0;NaN
-68;1,11022302462516E-16;1
-66;5,55111512312578E-17;1
-64;0;NaN
-62;0;NaN
-60;2,22044604925031E-16;1
-58;0;NaN
-56;5,55111512312578E-17;1
-54;0;NaN
-52;0;NaN
-50;1,38777878078145E-16;1
-48;0;NaN
-46;0;NaN
-44;1,11022302462516E-16;1
-42;0;NaN
-40;5,55111512312578E-17;1
-38;0;NaN
-36;0;NaN
-34;1,11022302462516E-16;1
-32;1,11022302462516E-16;1
-30;0;NaN
-28;5,55111512312578E-17;1
-26;0;NaN
-24;1,11022302462516E-16;1
-22;5,55111512312578E-17;1
-20;0;NaN
-18;5,55111512312578E-17;1
-16;0;NaN
-14;0;NaN
-12;1,38777878078145E-16;1
-10;0;NaN
-8;1,11022302462516E-16;1
-6;0;NaN
-4;1,11022302462516E-16;1
-2;1,11022302462516E-16;1
0;0;NaN
2;0;NaN
4;1,66533453693773E-16;1
6;0;NaN
8;1,11022302462516E-16;1
10;0;NaN
12;1,11022302462516E-16;1
14;0;NaN
16;2,77555756156289E-17;1
18;0;NaN
20;0;NaN
22;5,55111512312578E-17;1
24;0;NaN
26;0;NaN
28;1,11022302462516E-16;1
30;0;NaN
32;5,55111512312578E-17;1
34;1,11022302462516E-16;1
36;0;NaN
38;0;NaN
40;0;NaN
42;1,11022302462516E-16;1
44;1,11022302462516E-16;1
46;0;NaN
48;5,55111512312578E-17;1
50;1,11022302462516E-16;1
52;0;NaN
54;2,77555756156289E-17;1
56;1,11022302462516E-16;1
58;0;NaN
60;1,66533453693773E-16;1
62;0;NaN
64;0;NaN
66;5,55111512312578E-17;1
68;0;NaN
70;5,55111512312578E-17;1
72;0;NaN
74;0;NaN
76;8,32667268468867E-17;1
78;0;NaN
80;0;NaN
82;6,93889390390723E-17;1
84;0;NaN
86;0;NaN
88;1,11022302462516E-16;1
90;1,11022302462516E-16;1
92;5,55111512312578E-17;1
94;0;NaN
96;1,11022302462516E-16;1
98;8,32667268468867E-17;1
