angle; absoluteError; relativeError
-98;8,32667268468867E-17;1
-96;1,11022302462516E-16;1
-94;0;NaN
-92;5,55111512312578E-17;1
-90;1,11022302462516E-16;1
-88;1,11022302462516E-16;1
-86;0;NaN
-84;0;NaN
-82;6,93889390390723E-17;1
-80;0;NaN
-78;0;NaN
-76;8,32667268468867E-17;1
-74;0;NaN
-72;0;NaN
-70;5,55111512312578E-17;1
-68;0;NaN
-66;5,55111512312578E-17;1
-64;0;NaN
-62;0;NaN
-60;1,66533453693773E-16;1
-58;0;NaN
-56;1,11022302462516E-16;1
-54;2,77555756156289E-17;1
-52;0;NaN
-50;1,11022302462516E-16;1
-48;5,55111512312578E-17;1
-46;0;NaN
-44;1,11022302462516E-16;1
-42;1,11022302462516E-16;1
-40;0;NaN
-38;0;NaN
-36;0;NaN
-34;1,11022302462516E-16;1
-32;5,55111512312578E-17;1
-30;0;NaN
-28;1,11022302462516E-16;1
-26;0;NaN
-24;0;NaN
-22;5,55111512312578E-17;1
-20;0;NaN
-18;0;NaN
-16;2,77555756156289E-17;1
-14;0;NaN
-12;1,11022302462516E-16;1
-10;0;NaN
-8;1,11022302462516E-16;1
-6;0;NaN
-4;1,66533453693773E-16;1
-2;0;NaN
0;0;NaN
2;1,11022302462516E-16;1
4;1,11022302462516E-16;1
6;0;NaN
8;1,11022302462516E-16;1
10;0;NaN
12;1,38777878078145E-16;1
14;0;NaN
16;0;NaN
18;5,55111512312578E-17;1
20;0;NaN
22;5,55111512312578E-17;1
24;1,11022302462516E-16;1
26;0;NaN
28;5,55111512312578E-17;1
30;0;NaN
32;1,11022302462516E-16;1
34;1,11022302462516E-16;1
36;0;NaN
38;0;NaN
40;5,55111512312578E-17;1
42;0;NaN
44;1,11022302462516E-16;1
46;0;NaN
48;0;NaN
50;1,38777878078145E-16;1
52;0;NaN
54;0;NaN
56;5,55111512312578E-17;1
58;0;NaN
60;2,22044604925031E-16;1
62;0;NaN
64;0;NaN
66;5,55111512312578E-17;1
68;1,11022302462516E-16;1
70;0;NaN
72;2,77555756156289E-17;1
74;0;NaN
76;1,11022302462516E-16;1
78;4,16333634234434E-17;1
80;0;NaN
82;1,11022302462516E-16;1
84;5,55111512312578E-17;1
86;0;NaN
88;1,11022302462516E-16;1
90;0;NaN
92;0;NaN
94;2,77555756156289E-17;1
96;1,11022302462516E-16;1
98;1,11022302462516E-16;1
