angle; absoluteError; relativeError
2;0;NaN
4;2,77555756156289E-17;1
6;1,11022302462516E-16;1
8;1,11022302462516E-16;1
10;1,11022302462516E-16;1
12;0;NaN
14;0;NaN
16;0;NaN
18;1,11022302462516E-16;1
20;2,77555756156289E-17;1
22;1,11022302462516E-16;1
24;0;NaN
26;2,77555756156289E-17;1
28;0;NaN
30;0;NaN
32;5,55111512312578E-17;1
34;0;NaN
36;5,55111512312578E-17;1
38;1,11022302462516E-16;1
40;0;NaN
42;5,55111512312578E-17;1
44;0;NaN
46;1,11022302462516E-16;1
48;1,38777878078145E-16;1
50;0;NaN
52;1,11022302462516E-16;1
54;5,55111512312578E-17;1
56;0;NaN
58;5,55111512312578E-17;1
60;1,11022302462516E-16;1
62;0;NaN
64;2,77555756156289E-17;1
66;0;NaN
68;0;NaN
70;0;NaN
72;0;NaN
74;0;NaN
76;0;NaN
78;1,11022302462516E-16;1
80;0;NaN
82;0;NaN
84;1,11022302462516E-16;1
86;2,77555756156289E-17;1
88;0;NaN
90;1,11022302462516E-16;1
92;6,93889390390723E-17;1
94;0;NaN
96;1,11022302462516E-16;1
98;0;NaN
100;0;NaN
102;5,55111512312578E-17;1
104;1,11022302462516E-16;1
106;0;NaN
108;8,32667268468867E-17;1
110;0;NaN
112;0;NaN
114;1,11022302462516E-16;1
116;0;NaN
118;1,11022302462516E-16;1
120;0;NaN
122;1,11022302462516E-16;1
124;0;NaN
126;1,11022302462516E-16;1
128;0;NaN
130;1,11022302462516E-16;1
132;1,11022302462516E-16;1
134;0;NaN
136;9,71445146547012E-17;1
138;0;NaN
140;1,11022302462516E-16;1
142;1,11022302462516E-16;1
144;0;NaN
146;0;NaN
148;0;NaN
150;1,11022302462516E-16;1
152;8,32667268468867E-17;1
154;1,11022302462516E-16;1
156;0;NaN
158;2,77555756156289E-17;1
160;0;NaN
162;1,11022302462516E-16;1
164;1,11022302462516E-16;1
166;1,11022302462516E-16;1
168;1,11022302462516E-16;1
170;0;NaN
172;0;NaN
174;2,77555756156289E-17;1
176;0;NaN
178;0;NaN
180;8,32667268468867E-17;1
182;0;NaN
184;0;NaN
186;5,55111512312578E-17;1
188;1,11022302462516E-16;1
190;5,55111512312578E-17;1
192;0;NaN
194;1,11022302462516E-16;1
196;2,77555756156289E-17;1
198;0;NaN
