angle; absoluteError; relativeError
-98;0;NaN
-96;0;NaN
-94;2,22044604925031E-16;1
-92;5,55111512312578E-17;1
-90;4,85722573273506E-17;1
-88;0;NaN
-86;0;NaN
-84;5,55111512312578E-17;1
-82;2,22044604925031E-16;1
-80;0;NaN
-78;1,11022302462516E-16;1
-76;2,22044604925031E-16;1
-74;0;NaN
-72;1,11022302462516E-16;1
-70;0;NaN
-68;0;NaN
-66;0;NaN
-64;1,11022302462516E-16;1
-62;2,22044604925031E-16;1
-60;1,11022302462516E-16;1
-58;0;NaN
-56;0;NaN
-54;0;NaN
-52;5,55111512312578E-17;1
-50;0;NaN
-48;5,55111512312578E-17;1
-46;3,12250225675825E-17;1
-44;0;NaN
-42;4,16333634234434E-17;1
-40;0;NaN
-38;0;NaN
-36;0;NaN
-34;5,55111512312578E-17;1
-32;2,22044604925031E-16;1
-30;0;NaN
-28;1,11022302462516E-16;1
-26;0;NaN
-24;1,11022302462516E-16;1
-22;1,11022302462516E-16;1
-20;1,11022302462516E-16;1
-18;0;NaN
-16;0;NaN
-14;1,11022302462516E-16;1
-12;2,22044604925031E-16;1
-10;0;NaN
-8;5,55111512312578E-17;1
-6;0;NaN
-4;2,77555756156289E-17;1
-2;0;NaN
0;0;NaN
2;0;NaN
4;2,77555756156289E-17;1
6;0;NaN
8;5,55111512312578E-17;1
10;0;NaN
12;2,22044604925031E-16;1
14;1,11022302462516E-16;1
16;0;NaN
18;0;NaN
20;1,11022302462516E-16;1
22;1,11022302462516E-16;1
24;1,11022302462516E-16;1
26;0;NaN
28;1,11022302462516E-16;1
30;0;NaN
32;2,22044604925031E-16;1
34;5,55111512312578E-17;1
36;0;NaN
38;0;NaN
40;0;NaN
42;4,16333634234434E-17;1
44;0;NaN
46;3,12250225675825E-17;1
48;5,55111512312578E-17;1
50;0;NaN
52;5,55111512312578E-17;1
54;0;NaN
56;0;NaN
58;0;NaN
60;1,11022302462516E-16;1
62;2,22044604925031E-16;1
64;1,11022302462516E-16;1
66;0;NaN
68;0;NaN
70;0;NaN
72;1,11022302462516E-16;1
74;0;NaN
76;2,22044604925031E-16;1
78;1,11022302462516E-16;1
80;0;NaN
82;2,22044604925031E-16;1
84;5,55111512312578E-17;1
86;0;NaN
88;0;NaN
90;4,85722573273506E-17;1
92;5,55111512312578E-17;1
94;2,22044604925031E-16;1
96;0;NaN
98;0;NaN
