angle; absoluteError; relativeError
-98;2,22044604925031E-16;1
-96;0;NaN
-94;1,11022302462516E-16;1
-92;0;NaN
-90;1,11022302462516E-16;1
-88;0;NaN
-86;0;NaN
-84;0;NaN
-82;5,55111512312578E-17;1
-80;0;NaN
-78;2,22044604925031E-16;1
-76;5,55111512312578E-17;1
-74;0;NaN
-72;0;NaN
-70;2,77555756156289E-17;1
-68;4,16333634234434E-17;1
-66;0;NaN
-64;2,77555756156289E-17;1
-62;8,32667268468867E-17;1
-60;2,22044604925031E-16;1
-58;1,11022302462516E-16;1
-56;0;NaN
-54;2,22044604925031E-16;1
-52;1,11022302462516E-16;1
-50;0;NaN
-48;0;NaN
-46;0;NaN
-44;5,55111512312578E-17;1
-42;0;NaN
-40;2,22044604925031E-16;1
-38;0;NaN
-36;1,11022302462516E-16;1
-34;2,22044604925031E-16;1
-32;5,55111512312578E-17;1
-30;5,55111512312578E-17;1
-28;0;NaN
-26;2,77555756156289E-17;1
-24;5,55111512312578E-17;1
-22;2,22044604925031E-16;1
-20;8,32667268468867E-17;1
-18;0;NaN
-16;0;NaN
-14;5,55111512312578E-17;1
-12;0;NaN
-10;2,22044604925031E-16;1
-8;1,11022302462516E-16;1
-6;1,11022302462516E-16;1
-4;2,22044604925031E-16;1
-2;0;NaN
0;5,55111512312578E-17;1
2;0;NaN
4;2,22044604925031E-16;1
6;1,11022302462516E-16;1
8;1,11022302462516E-16;1
10;2,22044604925031E-16;1
12;0;NaN
14;5,55111512312578E-17;1
16;0;NaN
18;0;NaN
20;8,32667268468867E-17;1
22;2,22044604925031E-16;1
24;5,55111512312578E-17;1
26;2,77555756156289E-17;1
28;0;NaN
30;5,55111512312578E-17;1
32;5,55111512312578E-17;1
34;2,22044604925031E-16;1
36;1,11022302462516E-16;1
38;0;NaN
40;2,22044604925031E-16;1
42;0;NaN
44;5,55111512312578E-17;1
46;0;NaN
48;0;NaN
50;0;NaN
52;1,11022302462516E-16;1
54;2,22044604925031E-16;1
56;0;NaN
58;1,11022302462516E-16;1
60;2,22044604925031E-16;1
62;8,32667268468867E-17;1
64;2,77555756156289E-17;1
66;0;NaN
68;4,16333634234434E-17;1
70;2,77555756156289E-17;1
72;0;NaN
74;0;NaN
76;5,55111512312578E-17;1
78;2,22044604925031E-16;1
80;0;NaN
82;5,55111512312578E-17;1
84;0;NaN
86;0;NaN
88;0;NaN
90;1,11022302462516E-16;1
92;0;NaN
94;1,11022302462516E-16;1
96;0;NaN
98;2,22044604925031E-16;1
