angle; absoluteError; relativeError
-98;8,32667268468867E-17;1
-96;0;NaN
-94;2,22044604925031E-16;1
-92;5,55111512312578E-17;1
-90;1,11022302462516E-16;1
-88;0;NaN
-86;0;NaN
-84;0;NaN
-82;0;NaN
-80;1,11022302462516E-16;1
-78;2,77555756156289E-17;1
-76;0;NaN
-74;0;NaN
-72;6,93889390390723E-18;1
-70;2,22044604925031E-16;1
-68;2,22044604925031E-16;1
-66;3,98986399474666E-17;1
-64;0;NaN
-62;0;NaN
-60;6,93889390390723E-17;1
-58;0;NaN
-56;2,22044604925031E-16;1
-54;8,32667268468867E-17;1
-52;0;NaN
-50;2,22044604925031E-16;1
-48;0;NaN
-46;0;NaN
-44;0;NaN
-42;0;NaN
-40;5,55111512312578E-17;1
-38;0;NaN
-36;1,11022302462516E-16;1
-34;8,32667268468867E-17;1
-32;0;NaN
-30;2,22044604925031E-16;1
-28;3,46944695195361E-17;1
-26;2,22044604925031E-16;1
-24;0;NaN
-22;4,33680868994202E-17;1
-20;0;NaN
-18;0;NaN
-16;5,55111512312578E-17;1
-14;0;NaN
-12;0;NaN
-10;2,77555756156289E-17;1
-8;1,11022302462516E-16;1
-6;0;NaN
-4;5,55111512312578E-17;1
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;5,55111512312578E-17;1
6;0;NaN
8;1,11022302462516E-16;1
10;2,77555756156289E-17;1
12;0;NaN
14;0;NaN
16;5,55111512312578E-17;1
18;0;NaN
20;0;NaN
22;4,33680868994202E-17;1
24;0;NaN
26;2,22044604925031E-16;1
28;3,46944695195361E-17;1
30;2,22044604925031E-16;1
32;0;NaN
34;8,32667268468867E-17;1
36;1,11022302462516E-16;1
38;0;NaN
40;5,55111512312578E-17;1
42;0;NaN
44;0;NaN
46;0;NaN
48;0;NaN
50;2,22044604925031E-16;1
52;0;NaN
54;8,32667268468867E-17;1
56;2,22044604925031E-16;1
58;0;NaN
60;6,93889390390723E-17;1
62;0;NaN
64;0;NaN
66;3,98986399474666E-17;1
68;2,22044604925031E-16;1
70;2,22044604925031E-16;1
72;6,93889390390723E-18;1
74;0;NaN
76;0;NaN
78;2,77555756156289E-17;1
80;1,11022302462516E-16;1
82;0;NaN
84;0;NaN
86;0;NaN
88;0;NaN
90;1,11022302462516E-16;1
92;5,55111512312578E-17;1
94;2,22044604925031E-16;1
96;0;NaN
98;8,32667268468867E-17;1
