angle; absoluteError; relativeError
-98;0;NaN
-96;0;NaN
-94;0;NaN
-92;5,20417042793042E-17;1
-90;5,55111512312578E-17;1
-88;0;NaN
-86;0;NaN
-84;5,55111512312578E-17;1
-82;2,22044604925031E-16;1
-80;1,11022302462516E-16;1
-78;8,32667268468867E-17;1
-76;2,22044604925031E-16;1
-74;0;NaN
-72;1,11022302462516E-16;1
-70;0;NaN
-68;2,22044604925031E-16;1
-66;5,55111512312578E-17;1
-64;2,22044604925031E-16;1
-62;0;NaN
-60;5,55111512312578E-17;1
-58;1,11022302462516E-16;1
-56;2,22044604925031E-16;1
-54;0;NaN
-52;5,55111512312578E-17;1
-50;2,22044604925031E-16;1
-48;7,11236625150491E-17;1
-46;2,77555756156289E-17;1
-44;2,22044604925031E-16;1
-42;0;NaN
-40;1,21430643318376E-17;1
-38;2,22044604925031E-16;1
-36;0;NaN
-34;0;NaN
-32;0;NaN
-30;1,11022302462516E-16;1
-28;0;NaN
-26;0;NaN
-24;0;NaN
-22;5,55111512312578E-17;1
-20;0;NaN
-18;0;NaN
-16;0;NaN
-14;0;NaN
-12;2,22044604925031E-16;1
-10;2,77555756156289E-17;1
-8;0;NaN
-6;0;NaN
-4;0;NaN
-2;2,77555756156289E-17;1
0;2,22044604925031E-16;1
2;2,77555756156289E-17;1
4;0;NaN
6;0;NaN
8;0;NaN
10;2,77555756156289E-17;1
12;2,22044604925031E-16;1
14;0;NaN
16;0;NaN
18;0;NaN
20;0;NaN
22;5,55111512312578E-17;1
24;0;NaN
26;0;NaN
28;0;NaN
30;1,11022302462516E-16;1
32;0;NaN
34;0;NaN
36;0;NaN
38;2,22044604925031E-16;1
40;1,21430643318376E-17;1
42;0;NaN
44;2,22044604925031E-16;1
46;2,77555756156289E-17;1
48;7,11236625150491E-17;1
50;2,22044604925031E-16;1
52;5,55111512312578E-17;1
54;0;NaN
56;2,22044604925031E-16;1
58;1,11022302462516E-16;1
60;5,55111512312578E-17;1
62;0;NaN
64;2,22044604925031E-16;1
66;5,55111512312578E-17;1
68;2,22044604925031E-16;1
70;0;NaN
72;1,11022302462516E-16;1
74;0;NaN
76;2,22044604925031E-16;1
78;8,32667268468867E-17;1
80;1,11022302462516E-16;1
82;2,22044604925031E-16;1
84;5,55111512312578E-17;1
86;0;NaN
88;0;NaN
90;5,55111512312578E-17;1
92;5,20417042793042E-17;1
94;0;NaN
96;0;NaN
98;0;NaN
