x;absoluteError;relativeError
1;0;не число
3;0;не число
5;0;не число
7;0;не число
9;0;не число
11;0;не число
13;0;не число
15;0;не число
17;0;не число
19;0;не число
21;0;не число
23;0;не число
25;0;не число
27;0;не число
29;0;не число
31;0;не число
33;0;не число
35;0;не число
37;0;не число
39;0;не число
41;0;не число
43;0;не число
45;0;не число
47;0;не число
49;0;не число
51;0;не число
53;0;не число
55;0;не число
57;0;не число
59;0;не число
61;0;не число
63;0;не число
65;0;не число
67;0;не число
69;0;не число
71;0;не число
73;0;не число
75;0;не число
77;0;не число
79;0;не число
81;0;не число
83;0;не число
85;0;не число
87;0;не число
89;0;не число
91;0;не число
93;0;не число
95;0;не число
97;0;не число
99;0;не число
101;0;не число
103;0;не число
105;0;не число
107;0;не число
109;0;не число
111;0;не число
113;0;не число
115;0;не число
117;0;не число
119;0;не число
121;0;не число
123;0;не число
125;0;не число
127;0;не число
129;0;не число
131;0;не число
133;0;не число
135;0;не число
137;0;не число
139;0;не число
141;0;не число
143;0;не число
145;0;не число
147;0;не число
149;0;не число
151;0;не число
153;0;не число
155;0;не число
157;0;не число
159;0;не число
161;0;не число
163;0;не число
165;0;не число
167;0;не число
169;0;не число
171;0;не число
173;0;не число
175;0;не число
177;0;не число
179;0;не число
181;0;не число
183;0;не число
185;0;не число
187;0;не число
189;0;не число
191;0;не число
193;0;не число
195;0;не число
197;0;не число
199;0;не число
201;0;не число
