x;absoluteError;relativeError
-100;не число;не число
-98;не число;не число
-96;не число;не число
-94;не число;не число
-92;не число;не число
-90;не число;не число
-88;не число;не число
-86;не число;не число
-84;не число;не число
-82;не число;не число
-80;не число;не число
-78;не число;не число
-76;не число;не число
-74;не число;не число
-72;не число;не число
-70;не число;не число
-68;не число;не число
-66;не число;не число
-64;не число;не число
-62;не число;не число
-60;не число;не число
-58;не число;не число
-56;не число;не число
-54;не число;не число
-52;не число;не число
-50;не число;не число
-48;не число;не число
-46;не число;не число
-44;не число;не число
-42;не число;не число
-40;не число;не число
-38;не число;не число
-36;не число;не число
-34;не число;не число
-32;не число;не число
-30;0;не число
-28;0;не число
-26;0;не число
-24;0;не число
-22;0;не число
-20;0;не число
-18;0;не число
-16;0;не число
-14;0;не число
-12;0;не число
-10;0;не число
-8;0;не число
-6;0;не число
-4;0;не число
-2;0;не число
0;0;не число
2;0;не число
4;0;не число
6;0;не число
8;0;не число
10;0;не число
12;0;не число
14;0;не число
16;0;не число
18;0;не число
20;0;не число
22;0;не число
24;0;не число
26;0;не число
28;0;не число
30;0;не число
32;не число;не число
34;не число;не число
36;не число;не число
38;не число;не число
40;не число;не число
42;не число;не число
44;не число;не число
46;не число;не число
48;не число;не число
50;не число;не число
52;не число;не число
54;не число;не число
56;не число;не число
58;не число;не число
60;не число;не число
62;не число;не число
64;не число;не число
66;не число;не число
68;не число;не число
70;не число;не число
72;не число;не число
74;не число;не число
76;не число;не число
78;не число;не число
80;не число;не число
82;не число;не число
84;не число;не число
86;не число;не число
88;не число;не число
90;не число;не число
92;не число;не число
94;не число;не число
96;не число;не число
98;не число;не число
100;не число;не число
