angle1; angle2; absoluteError; relativeError
-0,769690200129499;-0,769690200129499;0;NaN
-0,769690200129499;-0,75398223686155;2,77555756156289E-17;1
-0,769690200129499;-0,738274273593601;6,93889390390723E-18;1
-0,769690200129499;-0,722566310325652;2,08166817117217E-17;1
-0,769690200129499;-0,706858347057703;0;NaN
-0,769690200129499;-0,691150383789754;1,38777878078145E-17;1
-0,769690200129499;-0,675442420521805;1,38777878078145E-17;1
-0,769690200129499;-0,659734457253857;5,55111512312578E-17;1
-0,769690200129499;-0,644026493985908;2,77555756156289E-17;1
-0,769690200129499;-0,628318530717959;2,77555756156289E-17;1
-0,769690200129499;-0,61261056745001;2,77555756156289E-17;1
-0,769690200129499;-0,596902604182061;2,77555756156289E-17;1
-0,769690200129499;-0,581194640914112;2,77555756156289E-17;1
-0,769690200129499;-0,565486677646163;2,77555756156289E-17;1
-0,769690200129499;-0,549778714378214;2,77555756156289E-17;1
-0,769690200129499;-0,534070751110265;0;NaN
-0,769690200129499;-0,518362787842316;5,55111512312578E-17;1
-0,769690200129499;-0,502654824574367;0;NaN
-0,769690200129499;-0,486946861306418;5,55111512312578E-17;1
-0,769690200129499;-0,471238898038469;0;NaN
-0,769690200129499;-0,45553093477052;5,55111512312578E-17;1
-0,769690200129499;-0,439822971502571;5,55111512312578E-17;1
-0,769690200129499;-0,424115008234622;5,55111512312578E-17;1
-0,769690200129499;-0,408407044966673;0;NaN
-0,769690200129499;-0,392699081698724;5,55111512312578E-17;1
-0,769690200129499;-0,376991118430775;0;NaN
-0,769690200129499;-0,361283155162826;5,55111512312578E-17;1
-0,769690200129499;-0,345575191894877;5,55111512312578E-17;1
-0,769690200129499;-0,329867228626928;0;NaN
-0,769690200129499;-0,314159265358979;1,11022302462516E-16;1
-0,769690200129499;-0,29845130209103;0;NaN
-0,769690200129499;-0,282743338823081;0;NaN
-0,769690200129499;-0,267035375555132;0;NaN
-0,769690200129499;-0,251327412287183;1,11022302462516E-16;1
-0,769690200129499;-0,235619449019234;0;NaN
-0,769690200129499;-0,219911485751285;0;NaN
-0,769690200129499;-0,204203522483337;1,11022302462516E-16;1
-0,769690200129499;-0,188495559215388;0;NaN
-0,769690200129499;-0,172787595947439;0;NaN
-0,769690200129499;-0,15707963267949;0;NaN
-0,769690200129499;-0,141371669411541;1,11022302462516E-16;1
-0,769690200129499;-0,125663706143592;1,11022302462516E-16;1
-0,769690200129499;-0,109955742875643;1,11022302462516E-16;1
-0,769690200129499;-0,0942477796076937;0;NaN
-0,769690200129499;-0,0785398163397447;1,11022302462516E-16;1
-0,769690200129499;-0,0628318530717958;1,11022302462516E-16;1
-0,769690200129499;-0,0471238898038469;0;NaN
-0,769690200129499;-0,0314159265358979;0;NaN
-0,769690200129499;-0,0157079632679489;0;NaN
-0,769690200129499;1,11022302462516E-16;0;NaN
-0,769690200129499;0,015707963267949;1,11022302462516E-16;1
-0,769690200129499;0,031415926535898;2,22044604925031E-16;1
-0,769690200129499;0,047123889803847;0;NaN
-0,769690200129499;0,062831853071796;0;NaN
-0,769690200129499;0,0785398163397449;0;NaN
-0,769690200129499;0,0942477796076939;0;NaN
-0,769690200129499;0,109955742875643;2,22044604925031E-16;1
-0,769690200129499;0,125663706143592;2,22044604925031E-16;1
-0,769690200129499;0,141371669411541;2,22044604925031E-16;1
-0,769690200129499;0,15707963267949;0;NaN
-0,769690200129499;0,172787595947439;0;NaN
-0,769690200129499;0,188495559215388;0;NaN
-0,769690200129499;0,204203522483337;2,22044604925031E-16;1
-0,769690200129499;0,219911485751286;2,22044604925031E-16;1
-0,769690200129499;0,235619449019234;2,22044604925031E-16;1
-0,769690200129499;0,251327412287184;6,66133814775094E-16;1
-0,769690200129499;0,267035375555132;6,66133814775094E-16;1
-0,769690200129499;0,282743338823082;4,44089209850063E-16;1
-0,769690200129499;0,29845130209103;4,44089209850063E-16;1
-0,769690200129499;0,314159265358979;4,44089209850063E-16;1
-0,769690200129499;0,329867228626928;8,88178419700125E-16;1
-0,769690200129499;0,345575191894877;4,44089209850063E-16;1
-0,769690200129499;0,361283155162826;4,44089209850063E-16;1
-0,769690200129499;0,376991118430775;4,44089209850063E-16;1
-0,769690200129499;0,392699081698724;8,88178419700125E-16;1
-0,769690200129499;0,408407044966673;4,44089209850063E-16;1
-0,769690200129499;0,424115008234622;1,33226762955019E-15;1
-0,769690200129499;0,439822971502571;8,88178419700125E-16;1
-0,769690200129499;0,45553093477052;8,88178419700125E-16;1
-0,769690200129499;0,471238898038469;4,44089209850063E-16;1
-0,769690200129499;0,486946861306418;1,77635683940025E-15;1
-0,769690200129499;0,502654824574367;8,88178419700125E-16;1
-0,769690200129499;0,518362787842316;2,22044604925031E-15;1
-0,769690200129499;0,534070751110265;1,33226762955019E-15;1
-0,769690200129499;0,549778714378214;1,77635683940025E-15;1
-0,769690200129499;0,565486677646163;1,77635683940025E-15;1
-0,769690200129499;0,581194640914112;3,5527136788005E-15;1
-0,769690200129499;0,596902604182061;4,44089209850063E-15;1
-0,769690200129499;0,61261056745001;2,66453525910038E-15;1
-0,769690200129499;0,628318530717959;5,32907051820075E-15;1
-0,769690200129499;0,644026493985908;4,44089209850063E-15;1
-0,769690200129499;0,659734457253857;5,32907051820075E-15;1
-0,769690200129499;0,675442420521806;8,88178419700125E-15;1
-0,769690200129499;0,691150383789755;7,105427357601E-15;1
-0,769690200129499;0,706858347057704;1,24344978758018E-14;1
-0,769690200129499;0,722566310325653;1,24344978758018E-14;1
-0,769690200129499;0,738274273593601;3,37507799486048E-14;1
-0,769690200129499;0,753982236861551;4,9737991503207E-14;1
-0,769690200129499;0,769690200129499;6,75015598972095E-14;1
-0,75398223686155;-0,769690200129499;2,77555756156289E-17;1
-0,75398223686155;-0,75398223686155;0;NaN
-0,75398223686155;-0,738274273593601;2,77555756156289E-17;1
-0,75398223686155;-0,722566310325652;0;NaN
-0,75398223686155;-0,706858347057703;2,77555756156289E-17;1
-0,75398223686155;-0,691150383789754;2,77555756156289E-17;1
-0,75398223686155;-0,675442420521805;1,38777878078145E-17;1
-0,75398223686155;-0,659734457253857;1,38777878078145E-17;1
-0,75398223686155;-0,644026493985908;0;NaN
-0,75398223686155;-0,628318530717959;5,55111512312578E-17;1
-0,75398223686155;-0,61261056745001;5,55111512312578E-17;1
-0,75398223686155;-0,596902604182061;2,77555756156289E-17;1
-0,75398223686155;-0,581194640914112;5,55111512312578E-17;1
-0,75398223686155;-0,565486677646163;0;NaN
-0,75398223686155;-0,549778714378214;5,55111512312578E-17;1
