angle; absoluteError; relativeError
-0,98;1,66533453693773E-16;1
-0,96;2,77555756156289E-16;1
-0,94;1,66533453693773E-16;1
-0,92;5,55111512312578E-17;1
-0,9;5,55111512312578E-17;1
-0,88;1,66533453693773E-16;1
-0,86;1,11022302462516E-16;1
-0,84;2,22044604925031E-16;1
-0,82;0;NaN
-0,8;0;NaN
-0,78;0;NaN
-0,76;1,11022302462516E-16;1
-0,74;1,11022302462516E-16;1
-0,72;1,11022302462516E-16;1
-0,7;1,11022302462516E-16;1
-0,68;1,11022302462516E-16;1
-0,66;0;NaN
-0,64;0;NaN
-0,62;1,11022302462516E-16;1
-0,6;1,11022302462516E-16;1
-0,58;0;NaN
-0,56;0;NaN
-0,54;0;NaN
-0,52;0;NaN
-0,5;1,11022302462516E-16;1
-0,48;0;NaN
-0,46;0;NaN
-0,44;0;NaN
-0,42;0;NaN
-0,4;0;NaN
-0,38;1,11022302462516E-16;1
-0,36;1,11022302462516E-16;1
-0,34;0;NaN
-0,32;0;NaN
-0,3;0;NaN
-0,28;0;NaN
-0,26;1,11022302462516E-16;1
-0,24;0;NaN
-0,22;1,11022302462516E-16;1
-0,2;0;NaN
-0,18;0;NaN
-0,16;0;NaN
-0,14;1,11022302462516E-16;1
-0,12;0;NaN
-0,1;0;NaN
-0,08;0;NaN
-0,0599999999999999;0;NaN
-0,04;0;NaN
-0,02;0;NaN
0;0;NaN
0,02;0;NaN
0,04;0;NaN
0,0600000000000001;0;NaN
0,0800000000000001;0;NaN
0,1;0;NaN
0,12;0;NaN
0,14;0;NaN
0,16;0;NaN
0,18;0;NaN
0,2;1,11022302462516E-16;1
0,22;0;NaN
0,24;0;NaN
0,26;0;NaN
0,28;0;NaN
0,3;0;NaN
0,32;0;NaN
0,34;0;NaN
0,36;0;NaN
0,38;0;NaN
0,4;0;NaN
0,42;0;NaN
0,44;0;NaN
0,46;0;NaN
0,48;0;NaN
0,5;1,11022302462516E-16;1
0,52;0;NaN
0,54;0;NaN
0,56;1,11022302462516E-16;1
0,58;0;NaN
0,6;0;NaN
0,62;0;NaN
0,64;1,11022302462516E-16;1
0,66;1,11022302462516E-16;1
0,68;1,11022302462516E-16;1
0,7;1,11022302462516E-16;1
0,72;0;NaN
0,74;0;NaN
0,76;1,11022302462516E-16;1
0,78;1,11022302462516E-16;1
0,8;1,11022302462516E-16;1
0,82;0;NaN
0,84;1,11022302462516E-16;1
0,86;0;NaN
0,88;5,55111512312578E-17;1
0,9;5,55111512312578E-17;1
0,92;5,55111512312578E-17;1
0,94;5,55111512312578E-17;1
0,96;1,11022302462516E-16;1
0,98;8,32667268468867E-17;1
