angle1; angle2; absoluteError; relativeError
0,0314159265358979;0,0314159265358979;0;NaN
0,0314159265358979;0,0628318530717959;1,77635683940025E-15;1
0,0314159265358979;0,0942477796076938;0;NaN
0,0314159265358979;0,125663706143592;3,5527136788005E-15;1
0,0314159265358979;0,15707963267949;7,105427357601E-15;1
0,0314159265358979;0,188495559215388;0;NaN
0,0314159265358979;0,219911485751286;3,5527136788005E-15;1
0,0314159265358979;0,251327412287183;7,105427357601E-15;1
0,0314159265358979;0,282743338823081;0;NaN
0,0314159265358979;0,314159265358979;1,06581410364015E-14;1
0,0314159265358979;0,345575191894877;3,5527136788005E-15;1
0,0314159265358979;0,376991118430775;3,5527136788005E-15;1
0,0314159265358979;0,408407044966673;3,5527136788005E-15;1
0,0314159265358979;0,439822971502571;0;NaN
0,0314159265358979;0,471238898038469;7,105427357601E-15;1
0,0314159265358979;0,502654824574367;3,5527136788005E-15;1
0,0314159265358979;0,534070751110265;3,5527136788005E-15;1
0,0314159265358979;0,565486677646163;0;NaN
0,0314159265358979;0,596902604182061;7,105427357601E-15;1
0,0314159265358979;0,628318530717959;3,5527136788005E-15;1
0,0314159265358979;0,659734457253857;3,5527136788005E-15;1
0,0314159265358979;0,691150383789755;3,5527136788005E-15;1
0,0314159265358979;0,722566310325652;3,5527136788005E-15;1
0,0314159265358979;0,75398223686155;3,5527136788005E-15;1
0,0314159265358979;0,785398163397448;7,105427357601E-15;1
0,0314159265358979;0,816814089933346;0;NaN
0,0314159265358979;0,848230016469244;0;NaN
0,0314159265358979;0,879645943005142;7,105427357601E-15;1
0,0314159265358979;0,91106186954104;3,5527136788005E-15;1
0,0314159265358979;0,942477796076938;3,5527136788005E-15;1
0,0314159265358979;0,973893722612836;7,105427357601E-15;1
0,0314159265358979;1,00530964914873;7,105427357601E-15;1
0,0314159265358979;1,03672557568463;3,5527136788005E-15;1
0,0314159265358979;1,06814150222053;0;NaN
0,0314159265358979;1,09955742875643;7,105427357601E-15;1
0,0314159265358979;1,13097335529233;0;NaN
0,0314159265358979;1,16238928182822;7,105427357601E-15;1
0,0314159265358979;1,19380520836412;3,5527136788005E-15;1
0,0314159265358979;1,22522113490002;0;NaN
0,0314159265358979;1,25663706143592;7,105427357601E-15;1
0,0314159265358979;1,28805298797182;3,5527136788005E-15;1
0,0314159265358979;1,31946891450771;7,105427357601E-15;1
0,0314159265358979;1,35088484104361;0;NaN
0,0314159265358979;1,38230076757951;3,5527136788005E-15;1
0,0314159265358979;1,41371669411541;3,5527136788005E-15;1
0,0314159265358979;1,4451326206513;3,5527136788005E-15;1
0,0314159265358979;1,4765485471872;3,5527136788005E-15;1
0,0314159265358979;1,5079644737231;3,5527136788005E-15;1
0,0314159265358979;1,539380400259;3,5527136788005E-15;1
0,0314159265358979;1,5707963267949;3,5527136788005E-15;1
0,0314159265358979;1,60221225333079;3,5527136788005E-15;1
0,0314159265358979;1,63362817986669;3,5527136788005E-15;1
0,0314159265358979;1,66504410640259;3,5527136788005E-15;1
0,0314159265358979;1,69646003293849;3,5527136788005E-15;1
0,0314159265358979;1,72787595947439;3,5527136788005E-15;1
0,0314159265358979;1,75929188601028;0;NaN
0,0314159265358979;1,79070781254618;0;NaN
0,0314159265358979;1,82212373908208;1,4210854715202E-14;1
0,0314159265358979;1,85353966561798;7,105427357601E-15;1
0,0314159265358979;1,88495559215388;7,105427357601E-15;1
0,0314159265358979;1,91637151868977;7,105427357601E-15;1
0,0314159265358979;1,94778744522567;7,105427357601E-15;1
0,0314159265358979;1,97920337176157;0;NaN
0,0314159265358979;2,01061929829747;0;NaN
0,0314159265358979;2,04203522483337;7,105427357601E-15;1
0,0314159265358979;2,07345115136926;0;NaN
0,0314159265358979;2,10486707790516;0;NaN
0,0314159265358979;2,13628300444106;0;NaN
0,0314159265358979;2,16769893097696;7,105427357601E-15;1
0,0314159265358979;2,19911485751286;0;NaN
0,0314159265358979;2,23053078404875;0;NaN
0,0314159265358979;2,26194671058465;0;NaN
0,0314159265358979;2,29336263712055;7,105427357601E-15;1
0,0314159265358979;2,32477856365645;0;NaN
