x;ginv_gx;absoluteError;relativeError
-1,56765473414131;-1,56765473414132;1,50990331349021E-14;9,63160624981149E-15
-1,56451314148772;-1,56451314148771;2,22044604925031E-15;1,41925688597212E-15
-1,56137154883413;-1,56137154883413;2,44249065417534E-15;1,56432378699301E-15
-1,55822995618054;-1,55822995618054;4,44089209850063E-16;2,8499593919924E-16
-1,55508836352695;-1,55508836352695;4,44089209850063E-16;2,8557168857136E-16
-1,55194677087336;-1,55194677087336;2,22044604925031E-15;1,43074884456299E-15
-1,54880517821977;-1,54880517821977;6,66133814775094E-16;4,30095291611023E-16
-1,54566358556618;-1,54566358556618;1,55431223447522E-15;1,00559542774366E-15
-1,54252199291259;-1,54252199291259;2,22044604925031E-16;1,43949069086378E-16
-1,539380400259;-1,539380400259;1,77635683940025E-15;1,15394274157406E-15
-1,53623880760541;-1,53623880760541;6,66133814775094E-16;4,33613453505592E-16
-1,53309721495182;-1,53309721495182;6,66133814775094E-16;4,34502005664415E-16
-1,52995562229823;-1,52995562229823;4,44089209850063E-16;2,90262804605386E-16
-1,52681402964464;-1,52681402964464;0;0
-1,52367243699105;-1,52367243699105;1,11022302462516E-15;7,28649411560944E-16
-1,52053084433746;-1,52053084433746;2,22044604925031E-16;1,46030977110354E-16
-1,51738925168387;-1,51738925168387;6,66133814775094E-16;4,38999956033612E-16
-1,51424765903028;-1,51424765903028;2,22044604925031E-16;1,46636914774713E-16
-1,51110606637669;-1,51110606637669;8,88178419700125E-16;5,87767092901551E-16
-1,5079644737231;-1,5079644737231;4,44089209850063E-16;2,94495803839215E-16
-1,50482288106951;-1,50482288106951;4,44089209850063E-16;2,95110617625935E-16
-1,50168128841592;-1,50168128841592;6,66133814775094E-16;4,43592005782918E-16
-1,49853969576233;-1,49853969576233;2,22044604925031E-16;1,48173989353064E-16
-1,49539810310874;-1,49539810310874;6,66133814775094E-16;4,45455837739988E-16
-1,49225651045515;-1,49225651045515;6,66133814775094E-16;4,46393639503651E-16
-1,48911491780156;-1,48911491780156;6,66133814775094E-16;4,47335398236782E-16
-1,48597332514797;-1,48597332514797;6,66133814775094E-16;4,48281139036437E-16
-1,48283173249438;-1,48283173249438;0;0
-1,47969013984079;-1,47969013984079;4,44089209850063E-16;3,0012311219283E-16
-1,4765485471872;-1,4765485471872;4,44089209850063E-16;3,00761672006007E-16
-1,47340695453361;-1,47340695453361;4,44089209850063E-16;3,01402954888749E-16
-1,47026536188002;-1,47026536188002;0;0
-1,46712376922643;-1,46712376922643;4,44089209850063E-16;3,02693759834739E-16
-1,46398217657284;-1,46398217657284;2,22044604925031E-16;1,51671658629638E-16
-1,46084058391925;-1,46084058391925;2,22044604925031E-16;1,51997834239595E-16
-1,45769899126566;-1,45769899126566;0;0
-1,45455739861207;-1,45455739861207;2,22044604925031E-16;1,5265441235726E-16
-1,45141580595848;-1,45141580595848;4,44089209850063E-16;3,05969666326457E-16
-1,44827421330489;-1,44827421330489;0;0
-1,4451326206513;-1,4451326206513;2,22044604925031E-16;1,53649984611764E-16
-1,44199102799771;-1,44199102799771;2,22044604925031E-16;1,53984734033576E-16
-1,43884943534412;-1,43884943534412;4,44089209850063E-16;3,08641890486513E-16
-1,43570784269053;-1,43570784269053;2,22044604925031E-16;1,54658627836787E-16
-1,43256625003694;-1,43256625003694;2,22044604925031E-16;1,54997791494324E-16
-1,42942465738335;-1,42942465738335;2,22044604925031E-16;1,55338445981124E-16
-1,42628306472976;-1,42628306472977;2,22044604925031E-16;1,55680601148484E-16
-1,42314147207618;-1,42314147207617;4,44089209850063E-16;3,12048533869367E-16
-1,41999987942259;-1,41999987942259;2,22044604925031E-16;1,56369453365955E-16
-1,416858286769;-1,416858286769;2,22044604925031E-16;1,56716170557454E-16
-1,41371669411541;-1,41371669411541;2,22044604925031E-16;1,57064428714248E-16
-1,41057510146182;-1,41057510146182;2,22044604925031E-16;1,5741423813232E-16
-1,40743350880823;-1,40743350880823;2,22044604925031E-16;1,57765609199579E-16
-1,40429191615464;-1,40429191615464;2,22044604925031E-16;1,58118552396894E-16
-1,40115032350105;-1,40115032350105;2,22044604925031E-16;1,58473078299129E-16
-1,39800873084746;-1,39800873084746;0;0
-1,39486713819387;-1,39486713819387;0;0
-1,39172554554028;-1,39172554554028;0;0
-1,38858395288669;-1,38858395288669;0;0
-1,3854423602331;-1,3854423602331;2,22044604925031E-16;1,6026982521862E-16
-1,38230076757951;-1,38230076757951;0;0
-1,37915917492592;-1,37915917492592;2,22044604925031E-16;1,60999983875653E-16
-1,37601758227233;-1,37601758227233;0;0
-1,37287598961874;-1,37287598961874;0;0
-1,36973439696515;-1,36973439696515;0;0
-1,36659280431156;-1,36659280431156;0;0
-1,36345121165797;-1,36345121165797;0;0
-1,36030961900438;-1,36030961900438;2,22044604925031E-16;1,63230930534438E-16
-1,35716802635079;-1,35716802635079;2,22044604925031E-16;1,63608779910675E-16
-1,3540264336972;-1,3540264336972;2,22044604925031E-16;1,63988382648287E-16
-1,35088484104361;-1,35088484104361;0;0
-1,34774324839002;-1,34774324839002;2,22044604925031E-16;1,64752897252708E-16
-1,34460165573643;-1,34460165573643;0;0
-1,34146006308284;-1,34146006308284;0;0
-1,33831847042925;-1,33831847042925;0;0
-1,33517687777566;-1,33517687777566;0;0
-1,33203528512207;-1,33203528512207;0;0
-1,32889369246848;-1,32889369246848;2,22044604925031E-16;1,67089817781115E-16
-1,32575209981489;-1,32575209981489;2,22044604925031E-16;1,67485765216615E-16
-1,3226105071613;-1,3226105071613;2,22044604925031E-16;1,67883593637557E-16
-1,31946891450771;-1,31946891450771;2,22044604925031E-16;1,68283316479551E-16
-1,31632732185412;-1,31632732185412;0;0
-1,31318572920053;-1,31318572920053;2,22044604925031E-16;1,6908849981199E-16
-1,31004413654694;-1,31004413654694;0;0
-1,30690254389335;-1,30690254389335;2,22044604925031E-16;1,69901425291855E-16
-1,30376095123976;-1,30376095123976;2,22044604925031E-16;1,70310826316654E-16
-1,30061935858617;-1,30061935858617;2,22044604925031E-16;1,70722205124183E-16
-1,29747776593258;-1,29747776593258;0;0
-1,29433617327899;-1,29433617327899;0;0
-1,2911945806254;-1,2911945806254;0;0
-1,28805298797181;-1,28805298797181;0;0
-1,28491139531822;-1,28491139531822;2,22044604925031E-16;1,72809273646483E-16
-1,28176980266463;-1,28176980266463;0;0
