angle; absoluteError; relativeError
2;1,11022302462516E-16;1
4;1,11022302462516E-16;1
6;2,77555756156289E-17;1
8;0;NaN
10;0;NaN
12;5,55111512312578E-17;1
14;0;NaN
16;8,32667268468867E-17;1
18;0;NaN
20;1,11022302462516E-16;1
22;4,9439619065339E-17;1
24;1,11022302462516E-16;1
26;1,11022302462516E-16;1
28;8,32667268468867E-17;1
30;0;NaN
32;5,55111512312578E-17;1
34;1,11022302462516E-16;1
36;0;NaN
38;5,55111512312578E-17;1
40;2,22044604925031E-16;1
42;0;NaN
44;2,94902990916057E-17;1
46;0;NaN
48;1,11022302462516E-16;1
50;2,77555756156289E-17;1
52;1,11022302462516E-16;1
54;5,55111512312578E-17;1
56;1,11022302462516E-16;1
58;0;NaN
60;1,11022302462516E-16;1
62;0;NaN
64;1,11022302462516E-16;1
66;4,16333634234434E-17;1
68;1,11022302462516E-16;1
70;0;NaN
72;5,55111512312578E-17;1
74;0;NaN
76;0;NaN
78;5,55111512312578E-17;1
80;0;NaN
82;0;NaN
84;0;NaN
86;1,11022302462516E-16;1
88;6,24500451351651E-17;1
90;0;NaN
92;1,11022302462516E-16;1
94;2,77555756156289E-17;1
96;0;NaN
98;5,55111512312578E-17;1
100;0;NaN
102;0;NaN
104;5,55111512312578E-17;1
106;0;NaN
108;0;NaN
110;5,55111512312578E-17;1
112;0;NaN
114;0;NaN
116;5,55111512312578E-17;1
118;0;NaN
120;5,55111512312578E-17;1
122;5,55111512312578E-17;1
124;1,11022302462516E-16;1
126;5,55111512312578E-17;1
128;1,11022302462516E-16;1
130;0;NaN
132;9,0205620750794E-17;1
134;0;NaN
136;0;NaN
138;5,55111512312578E-17;1
140;0;NaN
142;0;NaN
144;5,55111512312578E-17;1
146;1,11022302462516E-16;1
148;0;NaN
150;0;NaN
152;1,11022302462516E-16;1
154;7,63278329429795E-17;1
156;0;NaN
158;1,11022302462516E-16;1
160;2,77555756156289E-17;1
162;0;NaN
164;1,11022302462516E-16;1
166;1,11022302462516E-16;1
168;1,11022302462516E-16;1
170;0;NaN
172;0;NaN
174;1,11022302462516E-16;1
176;7,63278329429795E-17;1
178;1,11022302462516E-16;1
180;0;NaN
182;1,66533453693773E-16;1
184;0;NaN
186;0;NaN
188;5,55111512312578E-17;1
190;1,11022302462516E-16;1
192;5,55111512312578E-17;1
194;1,11022302462516E-16;1
196;0;NaN
198;4,16333634234434E-17;1
