angle; absoluteError; relativeError
2;0;NaN
4;1,11022302462516E-16;1
6;0;NaN
8;1,11022302462516E-16;1
10;5,55111512312578E-17;1
12;1,11022302462516E-16;1
14;1,11022302462516E-16;1
16;0;NaN
18;1,11022302462516E-16;1
20;0;NaN
22;1,21430643318376E-17;1
24;0;NaN
26;0;NaN
28;0;NaN
30;1,11022302462516E-16;1
32;0;NaN
34;0;NaN
36;1,11022302462516E-16;1
38;0;NaN
40;1,11022302462516E-16;1
42;0;NaN
44;4,85722573273506E-17;1
46;1,11022302462516E-16;1
48;1,11022302462516E-16;1
50;5,55111512312578E-17;1
52;1,11022302462516E-16;1
54;0;NaN
56;5,55111512312578E-17;1
58;0;NaN
60;1,11022302462516E-16;1
62;1,11022302462516E-16;1
64;0;NaN
66;3,12250225675825E-17;1
68;0;NaN
70;1,11022302462516E-16;1
72;2,77555756156289E-17;1
74;1,11022302462516E-16;1
76;0;NaN
78;0;NaN
80;1,11022302462516E-16;1
82;5,55111512312578E-17;1
84;1,11022302462516E-16;1
86;1,11022302462516E-16;1
88;7,63278329429795E-17;1
90;0;NaN
92;1,11022302462516E-16;1
94;2,77555756156289E-17;1
96;0;NaN
98;1,11022302462516E-16;1
100;0;NaN
102;0;NaN
104;0;NaN
106;0;NaN
108;0;NaN
110;1,38777878078145E-17;1
112;0;NaN
114;0;NaN
116;0;NaN
118;0;NaN
120;0;NaN
122;0;NaN
124;0;NaN
126;5,55111512312578E-17;1
128;1,11022302462516E-16;1
130;0;NaN
132;1,38777878078145E-17;1
134;0;NaN
136;1,11022302462516E-16;1
138;0;NaN
140;0;NaN
142;1,11022302462516E-16;1
144;0;NaN
146;0;NaN
148;0;NaN
150;0;NaN
152;0;NaN
154;4,16333634234434E-17;1
156;0;NaN
158;1,11022302462516E-16;1
160;2,77555756156289E-17;1
162;1,11022302462516E-16;1
164;1,11022302462516E-16;1
166;0;NaN
168;1,11022302462516E-16;1
170;0;NaN
172;0;NaN
174;0;NaN
176;1,38777878078145E-17;1
178;0;NaN
180;1,11022302462516E-16;1
182;2,77555756156289E-17;1
184;0;NaN
186;0;NaN
188;0;NaN
190;0;NaN
192;5,55111512312578E-17;1
194;1,11022302462516E-16;1
196;0;NaN
198;2,77555756156289E-17;1
