angle; absoluteError; relativeError
-98;0;NaN
-96;4,16333634234434E-17;1
-94;0;NaN
-92;0;NaN
-90;5,55111512312578E-17;1
-88;0;NaN
-86;0;NaN
-84;2,77555756156289E-17;1
-82;0;NaN
-80;2,22044604925031E-16;1
-78;0;NaN
-76;0;NaN
-74;0;NaN
-72;1,11022302462516E-16;1
-70;2,77555756156289E-17;1
-68;0;NaN
-66;1,11022302462516E-16;1
-64;6,76542155630955E-17;1
-62;2,22044604925031E-16;1
-60;0;NaN
-58;1,38777878078145E-17;1
-56;0;NaN
-54;2,22044604925031E-16;1
-52;2,77555756156289E-17;1
-50;0;NaN
-48;2,22044604925031E-16;1
-46;1,99493199737333E-17;1
-44;0;NaN
-42;0;NaN
-40;2,77555756156289E-17;1
-38;1,11022302462516E-16;1
-36;2,22044604925031E-16;1
-34;5,55111512312578E-17;1
-32;0;NaN
-30;0;NaN
-28;0;NaN
-26;5,55111512312578E-17;1
-24;0;NaN
-22;1,11022302462516E-16;1
-20;2,16840434497101E-18;1
-18;0;NaN
-16;2,22044604925031E-16;1
-14;2,77555756156289E-17;1
-12;2,22044604925031E-16;1
-10;2,22044604925031E-16;1
-8;0;NaN
-6;0;NaN
-4;0;NaN
-2;0;NaN
0;1,11022302462516E-16;1
2;0;NaN
4;5,55111512312578E-17;1
6;0;NaN
8;0;NaN
10;5,55111512312578E-17;1
12;1,11022302462516E-16;1
14;2,22044604925031E-16;1
16;0;NaN
18;5,55111512312578E-17;1
20;0;NaN
22;1,11022302462516E-16;1
24;3,42607886505419E-17;1
26;2,22044604925031E-16;1
28;0;NaN
30;1,38777878078145E-17;1
32;0;NaN
34;2,22044604925031E-16;1
36;2,77555756156289E-17;1
38;0;NaN
40;0;NaN
42;1,64798730217797E-17;1
44;1,11022302462516E-16;1
46;0;NaN
48;0;NaN
50;1,11022302462516E-16;1
52;0;NaN
54;5,55111512312578E-17;1
56;5,55111512312578E-17;1
58;0;NaN
60;1,11022302462516E-16;1
62;5,55111512312578E-17;1
64;0;NaN
66;0;NaN
68;2,25514051876985E-17;1
70;0;NaN
72;0;NaN
74;0;NaN
76;0;NaN
78;0;NaN
80;1,38777878078145E-17;1
82;0;NaN
84;0;NaN
86;4,68375338513738E-17;1
88;0;NaN
90;0;NaN
92;2,77555756156289E-17;1
94;0;NaN
96;0;NaN
98;5,55111512312578E-17;1
