angle; absoluteError; relativeError
-98;2,22044604925031E-16;1
-96;5,55111512312578E-17;1
-94;0;NaN
-92;0;NaN
-90;4,16333634234434E-17;1
-88;1,11022302462516E-16;1
-86;0;NaN
-84;2,77555756156289E-17;1
-82;0;NaN
-80;2,22044604925031E-16;1
-78;0;NaN
-76;0;NaN
-74;2,22044604925031E-16;1
-72;0;NaN
-70;0;NaN
-68;0;NaN
-66;0;NaN
-64;5,55111512312578E-17;1
-62;2,22044604925031E-16;1
-60;0;NaN
-58;2,77555756156289E-17;1
-56;0;NaN
-54;2,22044604925031E-16;1
-52;2,77555756156289E-17;1
-50;0;NaN
-48;0;NaN
-46;4,16333634234434E-17;1
-44;0;NaN
-42;0;NaN
-40;5,55111512312578E-17;1
-38;1,11022302462516E-16;1
-36;0;NaN
-34;0;NaN
-32;5,55111512312578E-17;1
-30;2,22044604925031E-16;1
-28;1,11022302462516E-16;1
-26;5,55111512312578E-17;1
-24;0;NaN
-22;1,11022302462516E-16;1
-20;2,77555756156289E-17;1
-18;0;NaN
-16;0;NaN
-14;5,55111512312578E-17;1
-12;0;NaN
-10;0;NaN
-8;2,77555756156289E-17;1
-6;2,22044604925031E-16;1
-4;0;NaN
-2;1,38777878078145E-17;1
0;0;NaN
2;0;NaN
4;4,16333634234434E-17;1
6;0;NaN
8;0;NaN
10;5,55111512312578E-17;1
12;5,55111512312578E-17;1
14;0;NaN
16;0;NaN
18;5,55111512312578E-17;1
20;2,22044604925031E-16;1
22;0;NaN
24;5,55111512312578E-17;1
26;2,22044604925031E-16;1
28;0;NaN
30;2,77555756156289E-17;1
32;0;NaN
34;0;NaN
36;5,55111512312578E-17;1
38;2,22044604925031E-16;1
40;0;NaN
42;1,38777878078145E-17;1
44;0;NaN
46;2,22044604925031E-16;1
48;1,38777878078145E-17;1
50;0;NaN
52;0;NaN
54;0;NaN
56;5,55111512312578E-17;1
58;0;NaN
60;1,11022302462516E-16;1
62;4,16333634234434E-17;1
64;0;NaN
66;0;NaN
68;4,16333634234434E-17;1
70;0;NaN
72;2,22044604925031E-16;1
74;0;NaN
76;0;NaN
78;2,22044604925031E-16;1
80;2,77555756156289E-17;1
82;2,22044604925031E-16;1
84;2,22044604925031E-16;1
86;2,77555756156289E-17;1
88;1,11022302462516E-16;1
90;0;NaN
92;2,08166817117217E-17;1
94;1,11022302462516E-16;1
96;2,22044604925031E-16;1
98;0;NaN
