angle; absoluteError; relativeError
-98;5,55111512312578E-17;1
-96;1,11022302462516E-16;1
-94;0;NaN
-92;1,11022302462516E-16;1
-90;1,11022302462516E-16;1
-88;0;NaN
-86;1,11022302462516E-16;1
-84;0;NaN
-82;5,20417042793042E-17;1
-80;0;NaN
-78;1,11022302462516E-16;1
-76;0;NaN
-74;0;NaN
-72;1,11022302462516E-16;1
-70;1,11022302462516E-16;1
-68;2,22044604925031E-16;1
-66;5,55111512312578E-17;1
-64;1,11022302462516E-16;1
-62;2,22044604925031E-16;1
-60;3,12250225675825E-17;1
-58;0;NaN
-56;2,22044604925031E-16;1
-54;0;NaN
-52;1,11022302462516E-16;1
-50;1,11022302462516E-16;1
-48;0;NaN
-46;1,11022302462516E-16;1
-44;0;NaN
-42;0;NaN
-40;0;NaN
-38;1,38777878078145E-17;1
-36;1,11022302462516E-16;1
-34;1,11022302462516E-16;1
-32;5,55111512312578E-17;1
-30;0;NaN
-28;1,11022302462516E-16;1
-26;1,11022302462516E-16;1
-24;1,11022302462516E-16;1
-22;0;NaN
-20;0;NaN
-18;1,11022302462516E-16;1
-16;2,86229373536173E-17;1
-14;1,11022302462516E-16;1
-12;1,11022302462516E-16;1
-10;1,66533453693773E-16;1
-8;1,11022302462516E-16;1
-6;0;NaN
-4;1,11022302462516E-16;1
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;1,11022302462516E-16;1
6;2,86229373536173E-17;1
8;1,11022302462516E-16;1
10;1,11022302462516E-16;1
12;5,55111512312578E-17;1
14;1,11022302462516E-16;1
16;0;NaN
18;1,11022302462516E-16;1
20;0;NaN
22;0;NaN
24;1,11022302462516E-16;1
26;1,11022302462516E-16;1
28;9,71445146547012E-17;1
30;0;NaN
32;0;NaN
34;1,66533453693773E-16;1
36;1,11022302462516E-16;1
38;0;NaN
40;0;NaN
42;0;NaN
44;0;NaN
46;1,11022302462516E-16;1
48;0;NaN
50;7,97972798949331E-17;1
52;1,11022302462516E-16;1
54;0;NaN
56;1,66533453693773E-16;1
58;0;NaN
60;0;NaN
62;2,22044604925031E-16;1
64;1,11022302462516E-16;1
66;5,55111512312578E-17;1
68;2,22044604925031E-16;1
70;1,11022302462516E-16;1
72;5,89805981832114E-17;1
74;0;NaN
76;0;NaN
78;5,55111512312578E-17;1
80;0;NaN
82;0;NaN
84;0;NaN
86;1,11022302462516E-16;1
88;0;NaN
90;1,11022302462516E-16;1
92;1,11022302462516E-16;1
94;1,38777878078145E-17;1
96;1,11022302462516E-16;1
98;1,11022302462516E-16;1
