angle; absoluteError; relativeError
-98;1,38777878078145E-17;1
-96;0;NaN
-94;0;NaN
-92;5,55111512312578E-17;1
-90;1,11022302462516E-16;1
-88;0;NaN
-86;0;NaN
-84;1,11022302462516E-16;1
-82;5,55111512312578E-17;1
-80;0;NaN
-78;0;NaN
-76;5,89805981832114E-17;1
-74;0;NaN
-72;0;NaN
-70;0;NaN
-68;1,11022302462516E-16;1
-66;0;NaN
-64;1,11022302462516E-16;1
-62;1,11022302462516E-16;1
-60;5,55111512312578E-17;1
-58;0;NaN
-56;0;NaN
-54;7,97972798949331E-17;1
-52;1,11022302462516E-16;1
-50;0;NaN
-48;1,11022302462516E-16;1
-46;1,11022302462516E-16;1
-44;1,11022302462516E-16;1
-42;0;NaN
-40;1,11022302462516E-16;1
-38;5,55111512312578E-17;1
-36;1,11022302462516E-16;1
-34;1,11022302462516E-16;1
-32;1,38777878078145E-17;1
-30;1,11022302462516E-16;1
-28;1,11022302462516E-16;1
-26;1,66533453693773E-16;1
-24;1,11022302462516E-16;1
-22;0;NaN
-20;1,11022302462516E-16;1
-18;2,22044604925031E-16;1
-16;0;NaN
-14;0;NaN
-12;0;NaN
-10;2,86229373536173E-17;1
-8;0;NaN
-6;0;NaN
-4;5,55111512312578E-17;1
-2;0;NaN
0;0;NaN
2;0;NaN
4;0;NaN
6;0;NaN
8;0;NaN
10;0;NaN
12;2,86229373536173E-17;1
14;0;NaN
16;0;NaN
18;1,66533453693773E-16;1
20;1,11022302462516E-16;1
22;0;NaN
24;1,11022302462516E-16;1
26;1,11022302462516E-16;1
28;1,11022302462516E-16;1
30;1,11022302462516E-16;1
32;0;NaN
34;9,71445146547012E-17;1
36;1,11022302462516E-16;1
38;0;NaN
40;1,66533453693773E-16;1
42;0;NaN
44;1,11022302462516E-16;1
46;1,11022302462516E-16;1
48;1,11022302462516E-16;1
50;5,55111512312578E-17;1
52;1,11022302462516E-16;1
54;1,11022302462516E-16;1
56;3,12250225675825E-17;1
58;0;NaN
60;1,11022302462516E-16;1
62;5,55111512312578E-17;1
64;1,11022302462516E-16;1
66;0;NaN
68;1,11022302462516E-16;1
70;0;NaN
72;0;NaN
74;0;NaN
76;1,11022302462516E-16;1
78;5,20417042793042E-17;1
80;0;NaN
82;0;NaN
84;5,55111512312578E-17;1
86;0;NaN
88;0;NaN
90;1,11022302462516E-16;1
92;1,11022302462516E-16;1
94;0;NaN
96;0;NaN
98;0;NaN
