angle; absoluteError; relativeError
-98;1,38777878078145E-16;1
-96;1,11022302462516E-16;1
-94;1,11022302462516E-16;1
-92;1,66533453693773E-16;1
-90;1,11022302462516E-16;1
-88;5,55111512312578E-17;1
-86;1,11022302462516E-16;1
-84;2,22044604925031E-16;1
-82;4,16333634234434E-17;1
-80;2,22044604925031E-16;1
-78;1,11022302462516E-16;1
-76;2,77555756156289E-17;1
-74;2,22044604925031E-16;1
-72;0;NaN
-70;5,55111512312578E-17;1
-68;1,11022302462516E-16;1
-66;0;NaN
-64;0;NaN
-62;1,11022302462516E-16;1
-60;5,55111512312578E-17;1
-58;0;NaN
-56;1,11022302462516E-16;1
-54;2,77555756156289E-17;1
-52;1,11022302462516E-16;1
-50;0;NaN
-48;5,55111512312578E-17;1
-46;2,22044604925031E-16;1
-44;0;NaN
-42;1,11022302462516E-16;1
-40;2,22044604925031E-16;1
-38;0;NaN
-36;1,11022302462516E-16;1
-34;1,11022302462516E-16;1
-32;5,55111512312578E-17;1
-30;1,11022302462516E-16;1
-28;1,11022302462516E-16;1
-26;1,11022302462516E-16;1
-24;1,11022302462516E-16;1
-22;5,55111512312578E-17;1
-20;0;NaN
-18;2,22044604925031E-16;1
-16;2,77555756156289E-17;1
-14;1,11022302462516E-16;1
-12;0;NaN
-10;1,11022302462516E-16;1
-8;2,22044604925031E-16;1
-6;0;NaN
-4;5,55111512312578E-17;1
-2;0;NaN
0;0;NaN
2;1,11022302462516E-16;1
4;1,11022302462516E-16;1
6;0;NaN
8;2,22044604925031E-16;1
10;1,11022302462516E-16;1
12;2,77555756156289E-17;1
14;1,11022302462516E-16;1
16;0;NaN
18;1,66533453693773E-16;1
20;0;NaN
22;5,55111512312578E-17;1
24;1,11022302462516E-16;1
26;1,11022302462516E-16;1
28;5,55111512312578E-17;1
30;1,11022302462516E-16;1
32;1,11022302462516E-16;1
34;1,11022302462516E-16;1
36;1,11022302462516E-16;1
38;0;NaN
40;1,66533453693773E-16;1
42;1,11022302462516E-16;1
44;0;NaN
46;2,22044604925031E-16;1
48;0;NaN
50;2,77555756156289E-17;1
52;1,11022302462516E-16;1
54;0;NaN
56;5,55111512312578E-17;1
58;0;NaN
60;0;NaN
62;1,11022302462516E-16;1
64;0;NaN
66;0;NaN
68;1,11022302462516E-16;1
70;0;NaN
72;2,77555756156289E-17;1
74;2,22044604925031E-16;1
76;0;NaN
78;6,93889390390723E-17;1
80;2,22044604925031E-16;1
82;0;NaN
84;1,66533453693773E-16;1
86;1,11022302462516E-16;1
88;5,55111512312578E-17;1
90;1,11022302462516E-16;1
92;2,22044604925031E-16;1
94;8,32667268468867E-17;1
96;1,11022302462516E-16;1
98;1,11022302462516E-16;1
