angle; absoluteError; relativeError
-98;2,77555756156289E-17;1
-96;1,11022302462516E-16;1
-94;2,22044604925031E-16;1
-92;5,55111512312578E-17;1
-90;0;NaN
-88;0;NaN
-86;1,11022302462516E-16;1
-84;5,55111512312578E-17;1
-82;0;NaN
-80;1,11022302462516E-16;1
-78;2,77555756156289E-17;1
-76;2,22044604925031E-16;1
-74;0;NaN
-72;4,85722573273506E-17;1
-70;2,22044604925031E-16;1
-68;0;NaN
-66;2,22261445359528E-18;1
-64;0;NaN
-62;0;NaN
-60;2,08166817117217E-17;1
-58;2,22044604925031E-16;1
-56;0;NaN
-54;2,77555756156289E-17;1
-52;1,11022302462516E-16;1
-50;0;NaN
-48;5,55111512312578E-17;1
-46;1,11022302462516E-16;1
-44;0;NaN
-42;2,22044604925031E-16;1
-40;0;NaN
-38;2,22044604925031E-16;1
-36;1,11022302462516E-16;1
-34;5,55111512312578E-17;1
-32;2,22044604925031E-16;1
-30;2,22044604925031E-16;1
-28;0;NaN
-26;0;NaN
-24;2,22044604925031E-16;1
-22;8,60585474410369E-19;1
-20;0;NaN
-18;2,22044604925031E-16;1
-16;2,77555756156289E-17;1
-14;2,22044604925031E-16;1
-12;4,44089209850063E-16;1
-10;2,77555756156289E-17;1
-8;1,11022302462516E-16;1
-6;0;NaN
-4;5,55111512312578E-17;1
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;5,55111512312578E-17;1
6;0;NaN
8;1,11022302462516E-16;1
10;2,77555756156289E-17;1
12;4,44089209850063E-16;1
14;2,22044604925031E-16;1
16;2,77555756156289E-17;1
18;2,22044604925031E-16;1
20;0;NaN
22;8,60585474410369E-19;1
24;2,22044604925031E-16;1
26;0;NaN
28;0;NaN
30;2,22044604925031E-16;1
32;2,22044604925031E-16;1
34;5,55111512312578E-17;1
36;1,11022302462516E-16;1
38;2,22044604925031E-16;1
40;0;NaN
42;2,22044604925031E-16;1
44;0;NaN
46;1,11022302462516E-16;1
48;5,55111512312578E-17;1
50;0;NaN
52;1,11022302462516E-16;1
54;2,77555756156289E-17;1
56;0;NaN
58;2,22044604925031E-16;1
60;2,08166817117217E-17;1
62;0;NaN
64;0;NaN
66;2,22261445359528E-18;1
68;0;NaN
70;2,22044604925031E-16;1
72;4,85722573273506E-17;1
74;0;NaN
76;2,22044604925031E-16;1
78;2,77555756156289E-17;1
80;1,11022302462516E-16;1
82;0;NaN
84;5,55111512312578E-17;1
86;1,11022302462516E-16;1
88;0;NaN
90;0;NaN
92;5,55111512312578E-17;1
94;2,22044604925031E-16;1
96;1,11022302462516E-16;1
98;2,77555756156289E-17;1
