angle; absoluteError; relativeError
-98;5,55111512312578E-17;1
-96;0;NaN
-94;0;NaN
-92;6,93889390390723E-17;1
-90;6,93889390390723E-17;1
-88;0;NaN
-86;2,77555756156289E-17;1
-84;8,32667268468867E-17;1
-82;0;NaN
-80;0;NaN
-78;5,55111512312578E-17;1
-76;0;NaN
-74;1,11022302462516E-16;1
-72;5,55111512312578E-17;1
-70;2,22044604925031E-16;1
-68;1,11022302462516E-16;1
-66;0;NaN
-64;1,11022302462516E-16;1
-62;0;NaN
-60;0;NaN
-58;1,11022302462516E-16;1
-56;0;NaN
-54;0;NaN
-52;0;NaN
-50;0;NaN
-48;8,32667268468867E-17;1
-46;5,55111512312578E-17;1
-44;0;NaN
-42;5,55111512312578E-17;1
-40;2,77555756156289E-17;1
-38;0;NaN
-36;5,55111512312578E-17;1
-34;0;NaN
-32;0;NaN
-30;0;NaN
-28;5,55111512312578E-17;1
-26;0;NaN
-24;1,11022302462516E-16;1
-22;0;NaN
-20;1,11022302462516E-16;1
-18;0;NaN
-16;5,55111512312578E-17;1
-14;0;NaN
-12;2,22044604925031E-16;1
-10;5,55111512312578E-17;1
-8;5,55111512312578E-17;1
-6;0;NaN
-4;1,38777878078145E-17;1
-2;2,77555756156289E-17;1
0;0;NaN
2;2,77555756156289E-17;1
4;1,38777878078145E-17;1
6;0;NaN
8;5,55111512312578E-17;1
10;5,55111512312578E-17;1
12;2,22044604925031E-16;1
14;0;NaN
16;5,55111512312578E-17;1
18;0;NaN
20;1,11022302462516E-16;1
22;0;NaN
24;1,11022302462516E-16;1
26;0;NaN
28;5,55111512312578E-17;1
30;0;NaN
32;0;NaN
34;0;NaN
36;5,55111512312578E-17;1
38;0;NaN
40;2,77555756156289E-17;1
42;5,55111512312578E-17;1
44;0;NaN
46;5,55111512312578E-17;1
48;8,32667268468867E-17;1
50;0;NaN
52;0;NaN
54;0;NaN
56;0;NaN
58;1,11022302462516E-16;1
60;0;NaN
62;0;NaN
64;1,11022302462516E-16;1
66;0;NaN
68;1,11022302462516E-16;1
70;2,22044604925031E-16;1
72;5,55111512312578E-17;1
74;1,11022302462516E-16;1
76;0;NaN
78;5,55111512312578E-17;1
80;0;NaN
82;0;NaN
84;8,32667268468867E-17;1
86;2,77555756156289E-17;1
88;0;NaN
90;6,93889390390723E-17;1
92;6,93889390390723E-17;1
94;0;NaN
96;0;NaN
98;5,55111512312578E-17;1
