angle; absoluteError; relativeError
-98;0;NaN
-96;2,77555756156289E-17;1
-94;2,22044604925031E-16;1
-92;0;NaN
-90;0;NaN
-88;0;NaN
-86;4,16333634234434E-17;1
-84;0;NaN
-82;0;NaN
-80;2,77555756156289E-17;1
-78;1,11022302462516E-16;1
-76;0;NaN
-74;5,55111512312578E-17;1
-72;1,11022302462516E-16;1
-70;1,11022302462516E-16;1
-68;0;NaN
-66;0;NaN
-64;0;NaN
-62;1,11022302462516E-16;1
-60;0;NaN
-58;0;NaN
-56;0;NaN
-54;0;NaN
-52;1,38777878078145E-17;1
-50;0;NaN
-48;5,55111512312578E-17;1
-46;0;NaN
-44;2,22044604925031E-16;1
-42;0;NaN
-40;5,55111512312578E-17;1
-38;0;NaN
-36;2,77555756156289E-17;1
-34;0;NaN
-32;0;NaN
-30;0;NaN
-28;1,11022302462516E-16;1
-26;1,11022302462516E-16;1
-24;0;NaN
-22;1,11022302462516E-16;1
-20;1,11022302462516E-16;1
-18;0;NaN
-16;1,11022302462516E-16;1
-14;5,55111512312578E-17;1
-12;0;NaN
-10;1,11022302462516E-16;1
-8;2,77555756156289E-17;1
-6;0;NaN
-4;5,55111512312578E-17;1
-2;5,55111512312578E-17;1
0;0;NaN
2;5,55111512312578E-17;1
4;5,55111512312578E-17;1
6;0;NaN
8;2,77555756156289E-17;1
10;1,11022302462516E-16;1
12;0;NaN
14;5,55111512312578E-17;1
16;1,11022302462516E-16;1
18;0;NaN
20;1,11022302462516E-16;1
22;1,11022302462516E-16;1
24;0;NaN
26;1,11022302462516E-16;1
28;1,11022302462516E-16;1
30;0;NaN
32;0;NaN
34;0;NaN
36;2,77555756156289E-17;1
38;0;NaN
40;5,55111512312578E-17;1
42;0;NaN
44;2,22044604925031E-16;1
46;0;NaN
48;5,55111512312578E-17;1
50;0;NaN
52;1,38777878078145E-17;1
54;0;NaN
56;0;NaN
58;0;NaN
60;0;NaN
62;1,11022302462516E-16;1
64;0;NaN
66;0;NaN
68;0;NaN
70;1,11022302462516E-16;1
72;1,11022302462516E-16;1
74;5,55111512312578E-17;1
76;0;NaN
78;1,11022302462516E-16;1
80;2,77555756156289E-17;1
82;0;NaN
84;0;NaN
86;4,16333634234434E-17;1
88;0;NaN
90;0;NaN
92;0;NaN
94;2,22044604925031E-16;1
96;2,77555756156289E-17;1
98;0;NaN
