angle; absoluteError; relativeError
-98;2,22044604925031E-16;1
-96;0;NaN
-94;0;NaN
-92;2,22044604925031E-16;1
-90;0;NaN
-88;1,11022302462516E-16;1
-86;1,11022302462516E-16;1
-84;0;NaN
-82;0;NaN
-80;1,11022302462516E-16;1
-78;2,22044604925031E-16;1
-76;5,55111512312578E-17;1
-74;2,77555756156289E-17;1
-72;0;NaN
-70;0;NaN
-68;2,08166817117217E-17;1
-66;0;NaN
-64;1,73472347597681E-17;1
-62;5,55111512312578E-17;1
-60;2,22044604925031E-16;1
-58;5,55111512312578E-17;1
-56;5,55111512312578E-17;1
-54;0;NaN
-52;0;NaN
-50;1,11022302462516E-16;1
-48;0;NaN
-46;0;NaN
-44;1,11022302462516E-16;1
-42;0;NaN
-40;2,22044604925031E-16;1
-38;1,11022302462516E-16;1
-36;1,11022302462516E-16;1
-34;0;NaN
-32;5,55111512312578E-17;1
-30;0;NaN
-28;0;NaN
-26;2,77555756156289E-17;1
-24;1,21430643318376E-17;1
-22;0;NaN
-20;4,68375338513738E-17;1
-18;0;NaN
-16;2,22044604925031E-16;1
-14;0;NaN
-12;5,55111512312578E-17;1
-10;0;NaN
-8;1,11022302462516E-16;1
-6;2,22044604925031E-16;1
-4;0;NaN
-2;0;NaN
0;1,11022302462516E-16;1
2;0;NaN
4;0;NaN
6;2,22044604925031E-16;1
8;1,11022302462516E-16;1
10;0;NaN
12;5,55111512312578E-17;1
14;0;NaN
16;2,22044604925031E-16;1
18;0;NaN
20;4,68375338513738E-17;1
22;0;NaN
24;1,21430643318376E-17;1
26;2,77555756156289E-17;1
28;0;NaN
30;0;NaN
32;5,55111512312578E-17;1
34;0;NaN
36;1,11022302462516E-16;1
38;1,11022302462516E-16;1
40;2,22044604925031E-16;1
42;0;NaN
44;1,11022302462516E-16;1
46;0;NaN
48;0;NaN
50;1,11022302462516E-16;1
52;0;NaN
54;0;NaN
56;5,55111512312578E-17;1
58;5,55111512312578E-17;1
60;2,22044604925031E-16;1
62;5,55111512312578E-17;1
64;1,73472347597681E-17;1
66;0;NaN
68;2,08166817117217E-17;1
70;0;NaN
72;0;NaN
74;2,77555756156289E-17;1
76;5,55111512312578E-17;1
78;2,22044604925031E-16;1
80;1,11022302462516E-16;1
82;0;NaN
84;0;NaN
86;1,11022302462516E-16;1
88;1,11022302462516E-16;1
90;0;NaN
92;2,22044604925031E-16;1
94;0;NaN
96;0;NaN
98;2,22044604925031E-16;1
