angle; absoluteError; relativeError
-98;0;NaN
-96;0;NaN
-94;1,11022302462516E-16;1
-92;2,22044604925031E-16;1
-90;0;NaN
-88;0;NaN
-86;0;NaN
-84;0;NaN
-82;0;NaN
-80;0;NaN
-78;2,22044604925031E-16;1
-76;5,55111512312578E-17;1
-74;5,55111512312578E-17;1
-72;2,22044604925031E-16;1
-70;3,46944695195361E-18;1
-68;5,55111512312578E-17;1
-66;0;NaN
-64;0;NaN
-62;7,28583859910259E-17;1
-60;2,22044604925031E-16;1
-58;1,11022302462516E-16;1
-56;2,77555756156289E-17;1
-54;2,22044604925031E-16;1
-52;0;NaN
-50;5,55111512312578E-17;1
-48;2,22044604925031E-16;1
-46;2,22044604925031E-16;1
-44;0;NaN
-42;2,22044604925031E-16;1
-40;0;NaN
-38;0;NaN
-36;0;NaN
-34;0;NaN
-32;8,32667268468867E-17;1
-30;5,55111512312578E-17;1
-28;2,22044604925031E-16;1
-26;1,30104260698261E-17;1
-24;0;NaN
-22;2,22044604925031E-16;1
-20;2,77555756156289E-17;1
-18;5,20417042793042E-18;1
-16;0;NaN
-14;1,11022302462516E-16;1
-12;2,77555756156289E-17;1
-10;2,22044604925031E-16;1
-8;0;NaN
-6;1,11022302462516E-16;1
-4;0;NaN
-2;0;NaN
0;5,55111512312578E-17;1
2;0;NaN
4;0;NaN
6;1,11022302462516E-16;1
8;0;NaN
10;2,22044604925031E-16;1
12;2,77555756156289E-17;1
14;1,11022302462516E-16;1
16;0;NaN
18;5,20417042793042E-18;1
20;2,77555756156289E-17;1
22;2,22044604925031E-16;1
24;0;NaN
26;1,30104260698261E-17;1
28;2,22044604925031E-16;1
30;5,55111512312578E-17;1
32;8,32667268468867E-17;1
34;0;NaN
36;0;NaN
38;0;NaN
40;0;NaN
42;2,22044604925031E-16;1
44;0;NaN
46;2,22044604925031E-16;1
48;2,22044604925031E-16;1
50;5,55111512312578E-17;1
52;0;NaN
54;2,22044604925031E-16;1
56;2,77555756156289E-17;1
58;1,11022302462516E-16;1
60;2,22044604925031E-16;1
62;7,28583859910259E-17;1
64;0;NaN
66;0;NaN
68;5,55111512312578E-17;1
70;3,46944695195361E-18;1
72;2,22044604925031E-16;1
74;5,55111512312578E-17;1
76;5,55111512312578E-17;1
78;2,22044604925031E-16;1
80;0;NaN
82;0;NaN
84;0;NaN
86;0;NaN
88;0;NaN
90;0;NaN
92;2,22044604925031E-16;1
94;1,11022302462516E-16;1
96;0;NaN
98;0;NaN
