angle; absoluteError; relativeError
-98;0;NaN
-96;1,11022302462516E-16;1
-94;0;NaN
-92;0;NaN
-90;1,11022302462516E-16;1
-88;0;NaN
-86;0;NaN
-84;1,11022302462516E-16;1
-82;0;NaN
-80;1,11022302462516E-16;1
-78;0;NaN
-76;0;NaN
-74;1,11022302462516E-16;1
-72;0;NaN
-70;0;NaN
-68;0;NaN
-66;0;NaN
-64;1,11022302462516E-16;1
-62;1,11022302462516E-16;1
-60;0;NaN
-58;0;NaN
-56;1,11022302462516E-16;1
-54;0;NaN
-52;1,11022302462516E-16;1
-50;0;NaN
-48;0;NaN
-46;1,11022302462516E-16;1
-44;0;NaN
-42;0;NaN
-40;1,11022302462516E-16;1
-38;0;NaN
-36;1,11022302462516E-16;1
-34;0;NaN
-32;0;NaN
-30;0;NaN
-28;0;NaN
-26;0;NaN
-24;1,11022302462516E-16;1
-22;0;NaN
-20;1,11022302462516E-16;1
-18;0;NaN
-16;0;NaN
-14;1,11022302462516E-16;1
-12;0;NaN
-10;0;NaN
-8;0;NaN
-6;0;NaN
-4;1,11022302462516E-16;1
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;1,11022302462516E-16;1
6;0;NaN
8;0;NaN
10;0;NaN
12;0;NaN
14;1,11022302462516E-16;1
16;0;NaN
18;0;NaN
20;1,11022302462516E-16;1
22;0;NaN
24;1,11022302462516E-16;1
26;0;NaN
28;0;NaN
30;0;NaN
32;0;NaN
34;0;NaN
36;1,11022302462516E-16;1
38;0;NaN
40;1,11022302462516E-16;1
42;0;NaN
44;0;NaN
46;1,11022302462516E-16;1
48;0;NaN
50;0;NaN
52;1,11022302462516E-16;1
54;0;NaN
56;1,11022302462516E-16;1
58;0;NaN
60;0;NaN
62;1,11022302462516E-16;1
64;1,11022302462516E-16;1
66;0;NaN
68;0;NaN
70;0;NaN
72;0;NaN
74;1,11022302462516E-16;1
76;0;NaN
78;0;NaN
80;1,11022302462516E-16;1
82;0;NaN
84;1,11022302462516E-16;1
86;0;NaN
88;0;NaN
90;1,11022302462516E-16;1
92;0;NaN
94;0;NaN
96;1,11022302462516E-16;1
98;0;NaN
