angle; absoluteError; relativeError
-98;0;NaN
-96;1,11022302462516E-16;1
-94;2,22044604925031E-16;1
-92;2,22044604925031E-16;1
-90;2,77555756156289E-17;1
-88;0;NaN
-86;0;NaN
-84;9,71445146547012E-17;1
-82;5,55111512312578E-17;1
-80;0;NaN
-78;8,32667268468867E-17;1
-76;5,55111512312578E-17;1
-74;0;NaN
-72;1,11022302462516E-16;1
-70;4,16333634234434E-17;1
-68;0;NaN
-66;1,11022302462516E-16;1
-64;0;NaN
-62;2,22044604925031E-16;1
-60;0;NaN
-58;5,55111512312578E-17;1
-56;2,22044604925031E-16;1
-54;0;NaN
-52;5,55111512312578E-17;1
-50;0;NaN
-48;2,22044604925031E-16;1
-46;8,32667268468867E-17;1
-44;0;NaN
-42;2,22044604925031E-16;1
-40;9,71445146547012E-17;1
-38;1,11022302462516E-16;1
-36;0;NaN
-34;1,11022302462516E-16;1
-32;8,32667268468867E-17;1
-30;2,22044604925031E-16;1
-28;1,11022302462516E-16;1
-26;1,73472347597681E-18;1
-24;2,22044604925031E-16;1
-22;0;NaN
-20;5,55111512312578E-17;1
-18;0;NaN
-16;0;NaN
-14;8,32667268468867E-17;1
-12;0;NaN
-10;0;NaN
-8;5,55111512312578E-17;1
-6;2,22044604925031E-16;1
-4;0;NaN
-2;5,55111512312578E-17;1
0;1,11022302462516E-16;1
2;0;NaN
4;0;NaN
6;0;NaN
8;0;NaN
10;0;NaN
12;2,77555756156289E-17;1
14;2,22044604925031E-16;1
16;0;NaN
18;1,73472347597681E-18;1
20;2,22044604925031E-16;1
22;1,11022302462516E-16;1
24;8,32667268468867E-17;1
26;2,22044604925031E-16;1
28;0;NaN
30;8,32667268468867E-17;1
32;2,22044604925031E-16;1
34;2,22044604925031E-16;1
36;1,11022302462516E-16;1
38;0;NaN
40;0;NaN
42;2,77555756156289E-17;1
44;1,11022302462516E-16;1
46;0;NaN
48;6,93889390390723E-17;1
50;0;NaN
52;2,22044604925031E-16;1
54;8,32667268468867E-17;1
56;0;NaN
58;0;NaN
60;5,55111512312578E-17;1
62;3,46944695195361E-18;1
64;2,22044604925031E-16;1
66;0;NaN
68;8,32667268468867E-17;1
70;0;NaN
72;0;NaN
74;5,55111512312578E-17;1
76;2,22044604925031E-16;1
78;0;NaN
80;8,32667268468867E-17;1
82;0;NaN
84;2,22044604925031E-16;1
86;0;NaN
88;1,11022302462516E-16;1
90;2,22044604925031E-16;1
92;3,12250225675825E-17;1
94;1,11022302462516E-16;1
96;2,22044604925031E-16;1
98;5,55111512312578E-17;1
