angle; absoluteError; relativeError
-0,769690200129499;3,46944695195361E-18;1
-0,75398223686155;2,08166817117217E-17;1
-0,738274273593601;6,93889390390723E-18;1
-0,722566310325652;2,77555756156289E-17;1
-0,706858347057703;1,38777878078145E-17;1
-0,691150383789754;0;NaN
-0,675442420521805;0;NaN
-0,659734457253857;5,55111512312578E-17;1
-0,644026493985908;2,77555756156289E-17;1
-0,628318530717959;2,77555756156289E-17;1
-0,61261056745001;2,77555756156289E-17;1
-0,596902604182061;2,77555756156289E-17;1
-0,581194640914112;2,77555756156289E-17;1
-0,565486677646163;2,77555756156289E-17;1
-0,549778714378214;5,55111512312578E-17;1
-0,534070751110265;0;NaN
-0,518362787842316;5,55111512312578E-17;1
-0,502654824574367;0;NaN
-0,486946861306418;0;NaN
-0,471238898038469;0;NaN
-0,45553093477052;5,55111512312578E-17;1
-0,439822971502571;5,55111512312578E-17;1
-0,424115008234622;5,55111512312578E-17;1
-0,408407044966673;0;NaN
-0,392699081698724;5,55111512312578E-17;1
-0,376991118430775;0;NaN
-0,361283155162826;5,55111512312578E-17;1
-0,345575191894877;5,55111512312578E-17;1
-0,329867228626928;0;NaN
-0,314159265358979;0;NaN
-0,29845130209103;0;NaN
-0,282743338823081;1,11022302462516E-16;1
-0,267035375555132;0;NaN
-0,251327412287183;1,11022302462516E-16;1
-0,235619449019234;0;NaN
-0,219911485751285;0;NaN
-0,204203522483337;1,11022302462516E-16;1
-0,188495559215388;0;NaN
-0,172787595947439;0;NaN
-0,15707963267949;0;NaN
-0,141371669411541;0;NaN
-0,125663706143592;1,11022302462516E-16;1
-0,109955742875643;1,11022302462516E-16;1
-0,0942477796076937;1,11022302462516E-16;1
-0,0785398163397447;1,11022302462516E-16;1
-0,0628318530717958;1,11022302462516E-16;1
-0,0471238898038469;1,11022302462516E-16;1
-0,0314159265358979;1,11022302462516E-16;1
-0,0157079632679489;1,11022302462516E-16;1
1,11022302462516E-16;2,22044604925031E-16;1
0,015707963267949;0;NaN
0,031415926535898;2,22044604925031E-16;1
0,047123889803847;0;NaN
0,062831853071796;2,22044604925031E-16;1
0,0785398163397449;0;NaN
0,0942477796076939;2,22044604925031E-16;1
0,109955742875643;0;NaN
0,125663706143592;2,22044604925031E-16;1
0,141371669411541;0;NaN
0,15707963267949;0;NaN
0,172787595947439;0;NaN
0,188495559215388;2,22044604925031E-16;1
0,204203522483337;6,66133814775094E-16;1
0,219911485751286;0;NaN
0,235619449019234;2,22044604925031E-16;1
0,251327412287184;2,22044604925031E-16;1
0,267035375555132;0;NaN
0,282743338823082;2,22044604925031E-16;1
0,29845130209103;0;NaN
0,314159265358979;0;NaN
0,329867228626928;0;NaN
0,345575191894877;4,44089209850063E-16;1
0,361283155162826;0;NaN
0,376991118430775;0;NaN
0,392699081698724;0;NaN
0,408407044966673;8,88178419700125E-16;1
0,424115008234622;4,44089209850063E-16;1
0,439822971502571;0;NaN
0,45553093477052;4,44089209850063E-16;1
0,471238898038469;4,44089209850063E-16;1
0,486946861306418;4,44089209850063E-16;1
0,502654824574367;4,44089209850063E-16;1
0,518362787842316;0;NaN
0,534070751110265;8,88178419700125E-16;1
0,549778714378214;8,88178419700125E-16;1
0,565486677646163;0;NaN
0,581194640914112;0;NaN
0,596902604182061;1,77635683940025E-15;1
0,61261056745001;0;NaN
0,628318530717959;2,66453525910038E-15;1
0,644026493985908;1,77635683940025E-15;1
0,659734457253857;5,32907051820075E-15;1
0,675442420521806;1,77635683940025E-15;1
0,691150383789755;1,77635683940025E-15;1
0,706858347057704;0;NaN
0,722566310325653;1,06581410364015E-14;1
0,738274273593601;1,06581410364015E-14;1
0,753982236861551;4,2632564145606E-14;1
0,769690200129499;1,40971678774804E-11;1
