angle; absoluteError; relativeError
-98;0;NaN
-96;0;NaN
-94;0;NaN
-92;8,32667268468867E-17;1
-90;0;NaN
-88;0;NaN
-86;5,55111512312578E-17;1
-84;1,11022302462516E-16;1
-82;1,11022302462516E-16;1
-80;0;NaN
-78;0;NaN
-76;1,11022302462516E-16;1
-74;0;NaN
-72;0;NaN
-70;5,55111512312578E-17;1
-68;1,11022302462516E-16;1
-66;1,11022302462516E-16;1
-64;0;NaN
-62;0;NaN
-60;1,11022302462516E-16;1
-58;1,11022302462516E-16;1
-56;0;NaN
-54;0;NaN
-52;0;NaN
-50;0;NaN
-48;0;NaN
-46;0;NaN
-44;0;NaN
-42;3,46944695195361E-18;1
-40;1,11022302462516E-16;1
-38;0;NaN
-36;5,55111512312578E-17;1
-34;0;NaN
-32;1,11022302462516E-16;1
-30;0;NaN
-28;1,11022302462516E-16;1
-26;0;NaN
-24;1,11022302462516E-16;1
-22;0;NaN
-20;1,31838984174237E-16;1
-18;0;NaN
-16;1,11022302462516E-16;1
-14;1,11022302462516E-16;1
-12;1,11022302462516E-16;1
-10;1,11022302462516E-16;1
-8;1,11022302462516E-16;1
-6;1,11022302462516E-16;1
-4;0;NaN
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;0;NaN
6;0;NaN
8;1,11022302462516E-16;1
10;1,11022302462516E-16;1
12;1,11022302462516E-16;1
14;1,11022302462516E-16;1
16;1,11022302462516E-16;1
18;0;NaN
20;1,11022302462516E-16;1
22;0;NaN
24;9,0205620750794E-17;1
26;0;NaN
28;1,11022302462516E-16;1
30;0;NaN
32;1,11022302462516E-16;1
34;0;NaN
36;1,11022302462516E-16;1
38;0;NaN
40;5,55111512312578E-17;1
42;0;NaN
44;0;NaN
46;3,46944695195361E-18;1
48;0;NaN
50;0;NaN
52;0;NaN
54;0;NaN
56;0;NaN
58;1,11022302462516E-16;1
60;0;NaN
62;0;NaN
64;0;NaN
66;1,11022302462516E-16;1
68;1,11022302462516E-16;1
70;0;NaN
72;0;NaN
74;5,55111512312578E-17;1
76;1,11022302462516E-16;1
78;0;NaN
80;0;NaN
82;1,11022302462516E-16;1
84;1,11022302462516E-16;1
86;1,11022302462516E-16;1
88;0;NaN
90;5,55111512312578E-17;1
92;1,11022302462516E-16;1
94;0;NaN
96;2,77555756156289E-17;1
98;0;NaN
