angle; absoluteError; relativeError
-98;1,11022302462516E-16;1
-96;2,22044604925031E-16;1
-94;0;NaN
-92;0;NaN
-90;2,77555756156289E-17;1
-88;1,11022302462516E-16;1
-86;1,11022302462516E-16;1
-84;5,55111512312578E-17;1
-82;1,11022302462516E-16;1
-80;1,11022302462516E-16;1
-78;0;NaN
-76;1,11022302462516E-16;1
-74;0;NaN
-72;0;NaN
-70;0;NaN
-68;5,55111512312578E-17;1
-66;0;NaN
-64;1,11022302462516E-16;1
-62;0;NaN
-60;0;NaN
-58;1,11022302462516E-16;1
-56;1,11022302462516E-16;1
-54;1,11022302462516E-16;1
-52;1,11022302462516E-16;1
-50;0;NaN
-48;1,11022302462516E-16;1
-46;1,11022302462516E-16;1
-44;0;NaN
-42;1,11022302462516E-16;1
-40;3,46944695195361E-18;1
-38;1,11022302462516E-16;1
-36;0;NaN
-34;5,55111512312578E-17;1
-32;0;NaN
-30;2,22044604925031E-16;1
-28;0;NaN
-26;1,11022302462516E-16;1
-24;1,11022302462516E-16;1
-22;0;NaN
-20;1,11022302462516E-16;1
-18;2,08166817117217E-17;1
-16;0;NaN
-14;2,22044604925031E-16;1
-12;0;NaN
-10;1,11022302462516E-16;1
-8;1,11022302462516E-16;1
-6;0;NaN
-4;0;NaN
-2;0;NaN
0;0;NaN
2;0;NaN
4;0;NaN
6;0;NaN
8;1,11022302462516E-16;1
10;1,11022302462516E-16;1
12;0;NaN
14;2,22044604925031E-16;1
16;0;NaN
18;0;NaN
20;1,11022302462516E-16;1
22;0;NaN
24;1,11022302462516E-16;1
26;9,0205620750794E-17;1
28;1,11022302462516E-16;1
30;2,22044604925031E-16;1
32;0;NaN
34;1,11022302462516E-16;1
36;0;NaN
38;1,11022302462516E-16;1
40;0;NaN
42;5,55111512312578E-17;1
44;0;NaN
46;1,11022302462516E-16;1
48;1,07552855510562E-16;1
50;0;NaN
52;1,11022302462516E-16;1
54;1,11022302462516E-16;1
56;1,11022302462516E-16;1
58;1,11022302462516E-16;1
60;0;NaN
62;0;NaN
64;1,11022302462516E-16;1
66;0;NaN
68;0;NaN
70;0;NaN
72;0;NaN
74;0;NaN
76;5,55111512312578E-17;1
78;0;NaN
80;1,11022302462516E-16;1
82;1,11022302462516E-16;1
84;1,11022302462516E-16;1
86;1,11022302462516E-16;1
88;1,11022302462516E-16;1
90;0;NaN
92;5,55111512312578E-17;1
94;0;NaN
96;2,22044604925031E-16;1
98;8,32667268468867E-17;1
