angle; absoluteError; relativeError
-98;1,11022302462516E-16;1
-96;4,16333634234434E-17;1
-94;1,11022302462516E-16;1
-92;0;NaN
-90;2,77555756156289E-17;1
-88;0;NaN
-86;0;NaN
-84;5,55111512312578E-17;1
-82;1,11022302462516E-16;1
-80;1,11022302462516E-16;1
-78;0;NaN
-76;0;NaN
-74;0;NaN
-72;0;NaN
-70;0;NaN
-68;2,77555756156289E-17;1
-66;0;NaN
-64;1,11022302462516E-16;1
-62;1,11022302462516E-16;1
-60;1,11022302462516E-16;1
-58;0;NaN
-56;0;NaN
-54;1,11022302462516E-16;1
-52;2,77555756156289E-17;1
-50;0;NaN
-48;1,11022302462516E-16;1
-46;0;NaN
-44;0;NaN
-42;0;NaN
-40;0;NaN
-38;0;NaN
-36;5,55111512312578E-17;1
-34;0;NaN
-32;0;NaN
-30;2,77555756156289E-17;1
-28;0;NaN
-26;1,11022302462516E-16;1
-24;2,77555756156289E-17;1
-22;1,11022302462516E-16;1
-20;0;NaN
-18;5,55111512312578E-17;1
-16;0;NaN
-14;5,55111512312578E-17;1
-12;0;NaN
-10;1,11022302462516E-16;1
-8;2,77555756156289E-17;1
-6;0;NaN
-4;0;NaN
-2;2,77555756156289E-17;1
0;0;NaN
2;0;NaN
4;5,55111512312578E-17;1
6;0;NaN
8;0;NaN
10;0;NaN
12;0;NaN
14;2,77555756156289E-17;1
16;0;NaN
18;0;NaN
20;2,77555756156289E-17;1
22;1,11022302462516E-16;1
24;0;NaN
26;5,55111512312578E-17;1
28;0;NaN
30;0;NaN
32;0;NaN
34;0;NaN
36;5,55111512312578E-17;1
38;0;NaN
40;0;NaN
42;2,77555756156289E-17;1
44;0;NaN
46;0;NaN
48;5,55111512312578E-17;1
50;0;NaN
52;0;NaN
54;1,11022302462516E-16;1
56;0;NaN
58;2,77555756156289E-17;1
60;1,11022302462516E-16;1
62;1,11022302462516E-16;1
64;5,55111512312578E-17;1
66;0;NaN
68;0;NaN
70;5,55111512312578E-17;1
72;0;NaN
74;0;NaN
76;1,11022302462516E-16;1
78;0;NaN
80;8,32667268468867E-17;1
82;1,11022302462516E-16;1
84;1,11022302462516E-16;1
86;1,38777878078145E-17;1
88;0;NaN
90;0;NaN
92;0;NaN
94;1,11022302462516E-16;1
96;5,55111512312578E-17;1
98;1,11022302462516E-16;1
