angle; absoluteError; relativeError
-98;1,11022302462516E-16;1
-96;0;NaN
-94;1,38777878078145E-17;1
-92;2,22044604925031E-16;1
-90;2,22044604925031E-16;1
-88;2,77555756156289E-17;1
-86;1,11022302462516E-16;1
-84;0;NaN
-82;5,55111512312578E-17;1
-80;1,11022302462516E-16;1
-78;0;NaN
-76;0;NaN
-74;1,11022302462516E-16;1
-72;5,55111512312578E-17;1
-70;0;NaN
-68;0;NaN
-66;0;NaN
-64;2,22044604925031E-16;1
-62;1,11022302462516E-16;1
-60;0;NaN
-58;0;NaN
-56;1,11022302462516E-16;1
-54;0;NaN
-52;1,11022302462516E-16;1
-50;8,32667268468867E-17;1
-48;1,11022302462516E-16;1
-46;0;NaN
-44;0;NaN
-42;1,11022302462516E-16;1
-40;0;NaN
-38;0;NaN
-36;0;NaN
-34;5,55111512312578E-17;1
-32;1,11022302462516E-16;1
-30;0;NaN
-28;2,77555756156289E-17;1
-26;1,11022302462516E-16;1
-24;1,11022302462516E-16;1
-22;2,77555756156289E-17;1
-20;1,11022302462516E-16;1
-18;1,11022302462516E-16;1
-16;0;NaN
-14;0;NaN
-12;5,55111512312578E-17;1
-10;1,11022302462516E-16;1
-8;0;NaN
-6;2,77555756156289E-17;1
-4;2,22044604925031E-16;1
-2;1,11022302462516E-16;1
0;0;NaN
2;1,11022302462516E-16;1
4;2,22044604925031E-16;1
6;5,55111512312578E-17;1
8;0;NaN
10;1,11022302462516E-16;1
12;0;NaN
14;0;NaN
16;2,77555756156289E-17;1
18;1,11022302462516E-16;1
20;1,11022302462516E-16;1
22;2,77555756156289E-17;1
24;1,11022302462516E-16;1
26;1,11022302462516E-16;1
28;5,55111512312578E-17;1
30;0;NaN
32;1,11022302462516E-16;1
34;1,11022302462516E-16;1
36;0;NaN
38;0;NaN
40;0;NaN
42;1,11022302462516E-16;1
44;0;NaN
46;0;NaN
48;1,11022302462516E-16;1
50;1,11022302462516E-16;1
52;1,11022302462516E-16;1
54;0;NaN
56;1,11022302462516E-16;1
58;0;NaN
60;2,77555756156289E-17;1
62;1,11022302462516E-16;1
64;2,22044604925031E-16;1
66;0;NaN
68;0;NaN
70;0;NaN
72;5,55111512312578E-17;1
74;1,11022302462516E-16;1
76;5,55111512312578E-17;1
78;0;NaN
80;1,11022302462516E-16;1
82;2,77555756156289E-17;1
84;0;NaN
86;1,11022302462516E-16;1
88;1,38777878078145E-17;1
90;2,22044604925031E-16;1
92;2,22044604925031E-16;1
94;0;NaN
96;0;NaN
98;5,55111512312578E-17;1
